Time, x, y, z, temperature, idS, genusS, nameS, genomeS, action, idO, genusO, nameO, genomeO
0, -40, 217, 16, 32.8, 4-1, g_arbre, Tree, 0-069-366-000, BORN, , , , , , 1
0, -61, 166, 28, 33.3, 4-2, g_arbre, Tree, 0-069-366-000, BORN, , , , , , 1
0, -80, 217, -33, 32.8, 4-3, g_arbre, Tree, 0-069-366-000, BORN, , , , , , 1
0, -85, 207, 4, 32.9, 4-4, g_arbre, Tree, 0-069-366-000, BORN, , , , , , 1
0, -92, 202, -26, 33.0, 4-5, g_arbre, Tree, 0-069-366-000, BORN, , , , , , 1
0, -47, 197, -48, 33.0, 4-6, g_arbre, Tree, 0-069-366-000, BORN, , , , , , 1
0, -100, 194, -24, 33.1, 4-7, g_arbre, Tree, 0-069-366-000, BORN, , , , , , 1
0, -39, 232, -17, 32.7, 4-8, g_arbre, Tree, 0-069-366-000, BORN, , , , , , 1
0, -34, 223, -28, 32.8, 4-9, g_arbre, Tree, 0-069-366-000, BORN, , , , , , 1
0, -28, 241, 22, 32.6, 4-10, g_arbre, Tree, 0-069-366-000, BORN, , , , , , 1
0, 75, 91, 2, 34.1, 5-11, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, -43, 175, 45, 33.2, 5-12, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, 86, 115, 9, 33.8, 5-13, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, -107, 218, -10, 32.8, 5-14, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, -108, 150, -136, 33.5, 5-15, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, -105, 201, 16, 33.0, 5-16, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, -136, 268, -50, 32.3, 5-17, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, -123, 176, -76, 33.2, 5-18, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, 20, 198, -78, 33.0, 5-19, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, -30, 185, -44, 33.1, 5-20, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, -120, 150, -84, 33.5, 5-21, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, -119, 239, -159, 32.6, 5-22, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, -82, 134, -128, 33.7, 5-23, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, 5, 260, -216, 32.4, 5-24, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, -5, 173, -63, 33.3, 5-25, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, 93, 269, -172, 32.3, 5-26, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, -23, 239, -213, 32.6, 5-27, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, 49, 246, -162, 32.5, 5-28, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, 146, 199, -102, 33.0, 5-29, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, -44, 110, -134, 33.9, 5-30, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, 132, 85, -87, 34.1, 5-31, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, -114, 175, -141, 33.2, 5-32, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, 62, 152, -70, 33.5, 5-33, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, 71, 119, 43, 33.8, 5-34, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, 98, 217, -132, 32.8, 5-35, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, 48, 93, 2, 34.1, 5-36, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, -18, 162, -163, 33.4, 5-37, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, 25, 261, -116, 32.4, 5-38, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
