Time,Biomass Total, Bio Plants, Bio Herb, Bio Pred1, Bio Pred2, Pop Plants, Pop Herb, Pop Pred1, Pop Pred2,Bush, Alien Pred, Sheep, 
1.0, 0, 0, 0, 0, 0, 30, 5, 0, 0, 30, 0, 5
