Time, x, y, z, temperature, idS, genusS, nameS, genomeS, action, idO, genusO, nameO, genomeO
0, 0, 0, 51, 25.0, 1-1, g_arbre, Tree, 0-067-366-000, BORN, , , , , , 1
0, -3, 0, 42, 25.0, 1-2, g_arbre, Tree, 0-067-366-000, BORN, , , , , , 1
0, -9, 0, 33, 25.0, 1-3, g_arbre, Tree, 0-067-366-000, BORN, , , , , , 1
0, -8, 0, 61, 25.0, 1-4, g_arbre, Tree, 0-067-366-000, BORN, , , , , , 1
0, -8, 0, 36, 25.0, 1-5, g_arbre, Tree, 0-067-366-000, BORN, , , , , , 1
0, 22, 0, 52, 25.0, 3-6, g_ovella, Sheep, 0-067-354-119, BORN, , , , , , 1
0, -11, 0, 52, 25.0, 3-7, g_ovella, Sheep, 0-067-354-119, BORN, , , , , , 1
0, -7, 0, 7, 25.0, 3-8, g_ovella, Sheep, 0-067-354-119, BORN, , , , , , 1
0, -21, 0, -2, 25.0, 3-9, g_ovella, Sheep, 0-067-354-119, BORN, , , , , , 1
0, 1, 0, 6, 25.0, 3-10, g_ovella, Sheep, 0-067-354-119, BORN, , , , , , 1
0, 42, 0, -5, 25.0, 10-11, g_ovella_vermella, Red sheep, 0-067-356-110, BORN, , , , , , 1
0, 85, 0, -32, 25.0, 10-12, g_ovella_vermella, Red sheep, 0-067-356-110, BORN, , , , , , 1
0, 41, 0, -56, 25.0, 10-13, g_ovella_vermella, Red sheep, 0-067-356-110, BORN, , , , , , 1
0, 54, 0, -30, 25.0, 10-14, g_ovella_vermella, Red sheep, 0-067-356-110, BORN, , , , , , 1
0, 83, 0, 18, 25.0, 10-15, g_ovella_vermella, Red sheep, 0-067-356-110, BORN, , , , , , 1
0, 54, 0, -24, 25.0, 1-16, g_arbre, Tree, 0-067-366-000, BORN, , , , , , 1
0, 67, 0, 6, 25.0, 1-17, g_arbre, Tree, 0-067-366-000, BORN, , , , , , 1
0, 58, 0, -3, 25.0, 1-18, g_arbre, Tree, 0-067-366-000, BORN, , , , , , 1
0, 55, 0, 11, 25.0, 1-19, g_arbre, Tree, 0-067-366-000, BORN, , , , , , 1
0, 67, 0, -20, 25.0, 1-20, g_arbre, Tree, 0-067-366-000, BORN, , , , , , 1
0, -93, 0, 11, 25.0, 3-21, g_ovella, Sheep, 0-067-354-119, BORN, , , , , , 1
0, -89, 0, -37, 25.0, 3-22, g_ovella, Sheep, 0-067-354-119, BORN, , , , , , 1
0, -32, 0, -9, 25.0, 3-23, g_ovella, Sheep, 0-067-354-119, BORN, , , , , , 1
0, -12, 0, 9, 25.0, 3-24, g_ovella, Sheep, 0-067-354-119, BORN, , , , , , 1
0, -15, 0, 13, 25.0, 3-25, g_ovella, Sheep, 0-067-354-119, BORN, , , , , , 1
0, -60, 0, -9, 25.0, 11-26, g_arbre_blau, Blue tree, 0-067-366-040, BORN, , , , , , 1
0, -39, 0, -9, 25.0, 11-27, g_arbre_blau, Blue tree, 0-067-366-040, BORN, , , , , , 1
0, -58, 0, 0, 25.0, 11-28, g_arbre_blau, Blue tree, 0-067-366-040, BORN, , , , , , 1
0, -71, 0, -11, 25.0, 11-29, g_arbre_blau, Blue tree, 0-067-366-040, BORN, , , , , , 1
0, -53, 0, -4, 25.0, 11-30, g_arbre_blau, Blue tree, 0-067-366-040, BORN, , , , , , 1
0, 11, 0, -45, 25.0, 1-31, g_arbre, Tree, 0-067-366-000, BORN, , , , , , 1
0, -14, 0, -50, 25.0, 1-32, g_arbre, Tree, 0-067-366-000, BORN, , , , , , 1
0, 24, 0, -47, 25.0, 1-33, g_arbre, Tree, 0-067-366-000, BORN, , , , , , 1
0, -9, 0, -62, 25.0, 1-34, g_arbre, Tree, 0-067-366-000, BORN, , , , , , 1
0, 7, 0, -39, 25.0, 1-35, g_arbre, Tree, 0-067-366-000, BORN, , , , , , 1
0, -2, 0, -94, 25.0, 3-36, g_ovella, Sheep, 0-067-354-119, BORN, , , , , , 1
0, -34, 0, -49, 25.0, 3-37, g_ovella, Sheep, 0-067-354-119, BORN, , , , , , 1
0, 24, 0, -80, 25.0, 3-38, g_ovella, Sheep, 0-067-354-119, BORN, , , , , , 1
0, 14, 0, -20, 25.0, 3-39, g_ovella, Sheep, 0-067-354-119, BORN, , , , , , 1
0, 27, 0, -87, 25.0, 3-40, g_ovella, Sheep, 0-067-354-119, BORN, , , , , , 1
0, -2, 0, 17, 25.0, 7-41, g_llop, Wolf, 0-067-354-140, BORN, , , , , , 1
0, -1, 0, -13, 25.0, 7-42, g_llop, Wolf, 0-067-354-140, BORN, , , , , , 1
0, -13, 0, -16, 25.0, 7-43, g_llop, Wolf, 0-067-354-140, BORN, , , , , , 1
0, 24, 0, 29, 25.0, 0-44, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -48, 0, -46, 25.0, 0-45, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 9, 0, -24, 25.0, 0-46, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -23, 0, 4, 25.0, 0-47, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 17, 0, 65, 25.0, 0-48, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 53, 0, -14, 25.0, 0-49, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -60, 0, 3, 25.0, 0-50, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -5, 0, -5, 25.0, 0-51, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -26, 0, -19, 25.0, 0-52, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 64, 0, -23, 25.0, 0-53, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 50, 0, -36, 25.0, 0-54, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -27, 0, 29, 25.0, 0-55, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 37, 0, -32, 25.0, 0-56, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -30, 0, 1, 25.0, 0-57, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -69, 0, -25, 25.0, 0-58, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 39, 0, 10, 25.0, 0-59, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 15, 0, -32, 25.0, 0-60, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 8, 0, -32, 25.0, 0-61, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -5, 0, -27, 25.0, 0-62, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -37, 0, -18, 25.0, 0-63, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -44, 0, -6, 25.0, 0-64, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 5, 0, -30, 25.0, 0-65, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 48, 0, 42, 25.0, 0-66, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 14, 0, -15, 25.0, 0-67, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -62, 0, 13, 25.0, 0-68, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -15, 0, 1, 25.0, 0-69, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 33, 0, -15, 25.0, 0-70, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -65, 0, 9, 25.0, 0-71, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -41, 0, -20, 25.0, 0-72, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -59, 0, -38, 25.0, 0-73, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 65, 0, -22, 25.0, 0-74, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
10, 37, 0, -32, 25.0, 0-56, g_herba, Grass, 0-067-358-000, DIED, 3-39, g_ovella, Sheep, 0-067-354-119, PREY
10, 37, 0, -32, 25.0, 3-39, g_ovella, Sheep, 0-067-354-119, EAT, 0-56, g_herba, Grass, 0-067-358-000, heMenjatPes=2.5 pes=83.8
10, -27, 0, 29, 25.0, 0-55, g_herba, Grass, 0-067-358-000, DIED, 3-9, g_ovella, Sheep, 0-067-354-119, PREY
10, -27, 0, 28, 25.0, 3-9, g_ovella, Sheep, 0-067-354-119, EAT, 0-55, g_herba, Grass, 0-067-358-000, heMenjatPes=2.5 pes=78.5
10, 17, 0, 65, 25.0, 0-48, g_herba, Grass, 0-067-358-000, DIED, 3-6, g_ovella, Sheep, 0-067-354-119, PREY
10, 17, 0, 65, 25.0, 3-6, g_ovella, Sheep, 0-067-354-119, EAT, 0-48, g_herba, Grass, 0-067-358-000, heMenjatPes=2.6 pes=84.2
11, -30, 0, 1, 25.0, 0-57, g_herba, Grass, 0-067-358-000, DIED, 3-23, g_ovella, Sheep, 0-067-354-119, PREY
11, -30, 0, 1, 25.0, 3-23, g_ovella, Sheep, 0-067-354-119, EAT, 0-57, g_herba, Grass, 0-067-358-000, heMenjatPes=2.7 pes=77.1
11, 14, 0, -15, 25.0, 0-67, g_herba, Grass, 0-067-358-000, DIED, 3-10, g_ovella, Sheep, 0-067-354-119, PREY
11, 15, 0, -15, 25.0, 3-10, g_ovella, Sheep, 0-067-354-119, EAT, 0-67, g_herba, Grass, 0-067-358-000, heMenjatPes=2.7 pes=77.1
13, -41, 0, -20, 25.0, 0-72, g_herba, Grass, 0-067-358-000, DIED, 3-37, g_ovella, Sheep, 0-067-354-119, PREY
13, -41, 0, -21, 25.0, 3-37, g_ovella, Sheep, 0-067-354-119, EAT, 0-72, g_herba, Grass, 0-067-358-000, heMenjatPes=2.6 pes=79.6
14, -65, 0, 9, 25.0, 0-71, g_herba, Grass, 0-067-358-000, DIED, 3-21, g_ovella, Sheep, 0-067-354-119, PREY
14, -66, 0, 9, 25.0, 3-21, g_ovella, Sheep, 0-067-354-119, EAT, 0-71, g_herba, Grass, 0-067-358-000, heMenjatPes=2.7 pes=84.8
14, -23, 0, 4, 25.0, 0-47, g_herba, Grass, 0-067-358-000, DIED, 3-24, g_ovella, Sheep, 0-067-354-119, PREY
14, -24, 0, 4, 25.0, 3-24, g_ovella, Sheep, 0-067-354-119, EAT, 0-47, g_herba, Grass, 0-067-358-000, heMenjatPes=2.8 pes=80.9
16, -59, 0, -38, 25.0, 0-73, g_herba, Grass, 0-067-358-000, DIED, 3-22, g_ovella, Sheep, 0-067-354-119, PREY
16, -60, 0, -39, 25.0, 3-22, g_ovella, Sheep, 0-067-354-119, EAT, 0-73, g_herba, Grass, 0-067-358-000, heMenjatPes=2.8 pes=77.4
19, 50, 0, -36, 25.0, 0-54, g_herba, Grass, 0-067-358-000, DIED, 3-39, g_ovella, Sheep, 0-067-354-119, PREY
19, 49, 0, -36, 25.0, 3-39, g_ovella, Sheep, 0-067-354-119, EAT, 0-54, g_herba, Grass, 0-067-358-000, heMenjatPes=5.4 pes=83.8
21, -44, 0, -6, 25.0, 0-64, g_herba, Grass, 0-067-358-000, DIED, 3-23, g_ovella, Sheep, 0-067-354-119, PREY
21, -44, 0, -5, 25.0, 3-23, g_ovella, Sheep, 0-067-354-119, EAT, 0-64, g_herba, Grass, 0-067-358-000, heMenjatPes=5.7 pes=77.1
21, 9, 0, -24, 25.0, 0-46, g_herba, Grass, 0-067-358-000, DIED, 3-10, g_ovella, Sheep, 0-067-354-119, PREY
21, 10, 0, -24, 25.0, 3-10, g_ovella, Sheep, 0-067-354-119, EAT, 0-46, g_herba, Grass, 0-067-358-000, heMenjatPes=5.8 pes=77.1
26, -37, 0, -18, 25.0, 0-63, g_herba, Grass, 0-067-358-000, DIED, 3-8, g_ovella, Sheep, 0-067-354-119, PREY
26, -38, 0, -17, 25.0, 3-8, g_ovella, Sheep, 0-067-354-119, EAT, 0-63, g_herba, Grass, 0-067-358-000, heMenjatPes=11.0 pes=80.4
28, -48, 0, -46, 25.0, 0-45, g_herba, Grass, 0-067-358-000, DIED, 3-22, g_ovella, Sheep, 0-067-354-119, PREY
28, -48, 0, -45, 25.0, 3-22, g_ovella, Sheep, 0-067-354-119, EAT, 0-45, g_herba, Grass, 0-067-358-000, heMenjatPes=5.9 pes=77.4
28, -60, 0, 3, 25.0, 0-50, g_herba, Grass, 0-067-358-000, DIED, 3-24, g_ovella, Sheep, 0-067-354-119, PREY
28, -59, 0, 1, 25.0, 3-24, g_ovella, Sheep, 0-067-354-119, EAT, 0-50, g_herba, Grass, 0-067-358-000, heMenjatPes=10.0 pes=80.9
30, 48, 0, 4, 25.0, 10-11, g_ovella_vermella, Red sheep, 0-067-356-110, DIED, , , , , STARVE
30, 82, 0, -22, 25.0, 10-12, g_ovella_vermella, Red sheep, 0-067-356-110, DIED, , , , , STARVE
30, 37, 0, -47, 25.0, 10-13, g_ovella_vermella, Red sheep, 0-067-356-110, DIED, , , , , STARVE
30, 60, 0, 38, 25.0, 10-15, g_ovella_vermella, Red sheep, 0-067-356-110, DIED, , , , , STARVE
30, -37, 0, 34, 25.0, 3-25, g_ovella, Sheep, 0-067-354-119, DIED, , , , , STARVE
30, -12, 0, -108, 25.0, 3-36, g_ovella, Sheep, 0-067-354-119, DIED, , , , , STARVE
30, 24, 0, -59, 25.0, 3-40, g_ovella, Sheep, 0-067-354-119, DIED, , , , , STARVE
33, 15, 0, -32, 25.0, 0-60, g_herba, Grass, 0-067-358-000, DIED, 3-10, g_ovella, Sheep, 0-067-354-119, PREY
33, 16, 0, -32, 25.0, 3-10, g_ovella, Sheep, 0-067-354-119, EAT, 0-60, g_herba, Grass, 0-067-358-000, heMenjatPes=9.3 pes=77.1
35, 52, 0, -17, 25.0, 10-14, g_ovella_vermella, Red sheep, 0-067-356-110, DIED, , , , , STARVE
39, 53, 0, -14, 25.0, 0-49, g_herba, Grass, 0-067-358-000, DIED, 3-39, g_ovella, Sheep, 0-067-354-119, PREY
39, 53, 0, -15, 25.0, 3-39, g_ovella, Sheep, 0-067-354-119, EAT, 0-49, g_herba, Grass, 0-067-358-000, heMenjatPes=13.2 pes=83.8
