Time,Biomass Total, Bio Plants, Bio Herb, Bio Pred1, Bio Pred2, Pop Plants, Pop Herb, Pop Pred1, Pop Pred2,Grass, Bush, Sheep, Alien Pred, 
1.0, 0, 0, 0, 0, 0, 29, 5, 0, 0, 0, 29, 5, 0
2.0, 529, 129, 400, 0, 0, 29, 5, 0, 0, 0, 29, 5, 0
3.0, 530, 130, 400, 0, 0, 29, 5, 0, 0, 0, 29, 5, 0
4.0, 533, 133, 400, 0, 0, 29, 5, 0, 0, 0, 29, 5, 0
5.0, 551, 131, 400, 19, 0, 28, 5, 1, 0, 0, 28, 5, 1
6.0, 578, 132, 400, 45, 0, 28, 4, 1, 0, 0, 28, 4, 1
7.0, 580, 135, 400, 45, 0, 28, 4, 1, 0, 0, 28, 4, 1
8.0, 582, 137, 400, 45, 0, 28, 4, 1, 0, 0, 28, 4, 1
9.0, 584, 139, 400, 45, 0, 28, 4, 1, 0, 0, 28, 4, 1
10.0, 586, 141, 400, 45, 0, 28, 4, 1, 0, 0, 28, 4, 1
11.0, 497, 135, 316, 45, 0, 26, 4, 1, 0, 0, 26, 4, 1
12.0, 498, 137, 316, 45, 0, 26, 4, 1, 0, 0, 26, 4, 1
13.0, 499, 138, 316, 45, 0, 26, 4, 1, 0, 0, 26, 4, 1
