Time, x, y, z, temperature, idS, genusS, nameS, genomeS, action, idO, genusO, nameO, genomeO
0, -59, 195, -14, 33.0, 4-1, g_arbre, Tree, 0-069-366-000, BORN, , , , , , 1
0, -97, 196, -26, 33.0, 4-2, g_arbre, Tree, 0-069-366-000, BORN, , , , , , 1
0, -61, 191, -8, 33.1, 4-3, g_arbre, Tree, 0-069-366-000, BORN, , , , , , 1
0, -31, 226, 28, 32.7, 4-4, g_arbre, Tree, 0-069-366-000, BORN, , , , , , 1
0, -38, 231, -8, 32.7, 4-5, g_arbre, Tree, 0-069-366-000, BORN, , , , , , 1
0, -55, 207, -29, 32.9, 4-6, g_arbre, Tree, 0-069-366-000, BORN, , , , , , 1
0, -92, 205, -31, 32.9, 4-7, g_arbre, Tree, 0-069-366-000, BORN, , , , , , 1
0, -49, 207, -33, 32.9, 4-8, g_arbre, Tree, 0-069-366-000, BORN, , , , , , 1
0, -53, 188, 2, 33.1, 4-9, g_arbre, Tree, 0-069-366-000, BORN, , , , , , 1
0, -42, 205, 25, 32.9, 4-10, g_arbre, Tree, 0-069-366-000, BORN, , , , , , 1
0, 85, 116, 28, 33.8, 5-11, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, 46, 78, 45, 34.2, 5-12, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, -63, 191, -5, 33.1, 5-13, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, -91, 146, -149, 33.5, 5-14, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, 11, 175, -155, 33.2, 5-15, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, 30, 140, -58, 33.6, 5-16, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, 66, 91, 23, 34.1, 5-17, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, -79, 173, 27, 33.3, 5-18, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, 60, 140, -50, 33.6, 5-19, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, -7, 217, -190, 32.8, 5-20, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, 41, 127, -60, 33.7, 5-21, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, -108, 247, -176, 32.5, 5-22, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, -78, 140, -145, 33.6, 5-23, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, -143, 214, -86, 32.9, 5-24, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, -29, 186, -100, 33.1, 5-25, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, -64, 211, -50, 32.9, 5-26, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, -63, 190, -66, 33.1, 5-27, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, 128, 280, -142, 32.2, 5-28, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, -14, 241, 3, 32.6, 5-29, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, -74, 138, -144, 33.6, 5-30, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, 97, 239, -142, 32.6, 5-31, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, -86, 142, -137, 33.6, 5-32, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, 23, 87, 37, 34.1, 5-33, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, -106, 169, -71, 33.3, 5-34, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, 57, 267, -175, 32.3, 5-35, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, 10, 207, -171, 32.9, 5-36, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, -39, 142, 57, 33.6, 5-37, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, -35, 191, -44, 33.1, 5-38, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, -102, 238, -174, 32.6, 5-39, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, -13, 206, -19, 32.9, 5-40, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, 38, 98, 23, 34.0, 5-41, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, -77, 243, -179, 32.6, 5-42, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, 61, 80, 24, 34.2, 5-43, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, 107, 136, -11, 33.6, 5-44, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, 104, 119, -66, 33.8, 5-45, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, 101, 89, -32, 34.1, 5-46, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, -84, 129, -124, 33.7, 5-47, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, -28, 190, -74, 33.1, 5-48, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, -75, 137, -134, 33.6, 5-49, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, 30, 73, 50, 34.3, 5-50, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, 104, 145, -101, 33.5, 5-51, g_herba, Grass, 0-069-358-000, BORN, , , , , , 1
0, -11, 147, -36, 33.5, 6-52, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 96, 130, 7, 33.7, 6-53, g_conill, White Rabbit, 0-069-350-010, BORN, , , , , , 1
0, -144, 248, -64, 32.5, 6-54, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -50, 129, -101, 33.7, 6-55, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -71, 186, 6, 33.1, 6-56, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -9, 166, -49, 33.3, 6-57, g_conill, White Rabbit, 0-069-350-010, BORN, , , , , , 1
0, 23, 271, -207, 32.3, 6-58, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 33, 209, -124, 32.9, 6-59, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 4, 94, 77, 34.1, 6-60, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -92, 188, 23, 33.1, 6-61, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -126, 211, 6, 32.9, 6-62, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -126, 205, -66, 32.9, 6-63, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -102, 137, -132, 33.6, 6-64, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -113, 184, 29, 33.2, 6-65, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 126, 81, -51, 34.2, 6-66, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 17, 182, -73, 33.2, 6-67, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 138, 91, -77, 34.1, 6-68, g_conill, White Rabbit, 0-069-350-010, BORN, , , , , , 1
0, -85, 210, -20, 32.9, 6-69, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 17, 257, -101, 32.4, 6-70, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 64, 211, -108, 32.9, 6-71, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -84, 217, -41, 32.8, 6-72, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -130, 221, -66, 32.8, 6-73, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 48, 140, -50, 33.6, 6-74, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -56, 96, -119, 34.0, 6-75, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 15, 267, -201, 32.3, 6-76, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 46, 236, -118, 32.6, 6-77, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -12, 230, 15, 32.7, 6-78, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -52, 191, -6, 33.1, 6-79, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -142, 198, -104, 33.0, 6-80, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 45, 259, -170, 32.4, 6-81, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 18, 206, -165, 32.9, 6-82, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 13, 255, -197, 32.4, 6-83, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -18, 199, -25, 33.0, 6-84, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 50, 90, 9, 34.1, 6-85, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -30, 112, -141, 33.9, 6-86, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -29, 142, -132, 33.6, 6-87, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 1, 190, -176, 33.1, 6-88, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 125, 72, -84, 34.3, 6-89, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -76, 214, -16, 32.9, 6-90, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -32, 183, -93, 33.2, 6-91, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -65, 228, -195, 32.7, 6-92, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 35, 86, 35, 34.1, 6-93, g_conill, White Rabbit, 0-069-350-010, BORN, , , , , , 1
0, -74, 185, -157, 33.1, 6-94, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 90, 277, -187, 32.2, 6-95, g_conill, White Rabbit, 0-069-350-010, BORN, , , , , , 1
0, -80, 134, -129, 33.7, 6-96, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 18, 130, -52, 33.7, 6-97, g_conill, White Rabbit, 0-069-350-010, BORN, , , , , , 1
