Time, x, y, z, temperature, idS, genusS, nameS, genomeS, action, idO, genusO, nameO, genomeO
0, -24, 0, -125, 25.0, 4-1, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, -45, 0, -129, 25.0, 4-45, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, -94, 0, -36, 25.0, 4-46, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, -31, 0, -98, 25.0, 4-47, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, -40, 0, -16, 25.0, 4-48, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, -96, 0, -76, 25.0, 4-49, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, -68, 0, -23, 25.0, 4-50, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, -27, 0, -27, 25.0, 5-51, g_guineu, Fox, 0-067-352-210, BORN, , , , , , 1
0, -14, 0, -37, 25.0, 5-52, g_guineu, Fox, 0-067-352-210, BORN, , , , , , 1
0, -27, 0, -29, 25.0, 5-53, g_guineu, Fox, 0-067-352-210, BORN, , , , , , 1
0, -29, 0, -31, 25.0, 5-54, g_guineu, Fox, 0-067-352-210, BORN, , , , , , 1
0, -14, 0, -37, 25.0, 5-55, g_guineu, Fox, 0-067-352-210, BORN, , , , , , 1
0, -28, 0, -29, 25.0, 5-56, g_guineu, Fox, 0-067-352-210, BORN, , , , , , 1
0, -17, 0, -31, 25.0, 6-57, g_guineu_vermella, Red fox, 0-067-352-210, BORN, , , , , , 1
0, -31, 0, -41, 25.0, 6-58, g_guineu_vermella, Red fox, 0-067-352-210, BORN, , , , , , 1
0, -14, 0, -34, 25.0, 6-59, g_guineu_vermella, Red fox, 0-067-352-210, BORN, , , , , , 1
0, -20, 0, -31, 25.0, 6-60, g_guineu_vermella, Red fox, 0-067-352-210, BORN, , , , , , 1
0, -17, 0, -32, 25.0, 6-61, g_guineu_vermella, Red fox, 0-067-352-210, BORN, , , , , , 1
0, -21, 0, -38, 25.0, 6-62, g_guineu_vermella, Red fox, 0-067-352-210, BORN, , , , , , 1
40, -32, 0, -44, 25.0, 5-51, g_guineu, Fox, 0-067-352-210, DIED, , , , , STARVE
40, -5, 0, -22, 25.0, 5-52, g_guineu, Fox, 0-067-352-210, DIED, , , , , STARVE
40, -32, 0, -44, 25.0, 5-53, g_guineu, Fox, 0-067-352-210, DIED, , , , , STARVE
40, -18, 0, -20, 25.0, 5-54, g_guineu, Fox, 0-067-352-210, DIED, , , , , STARVE
40, 0, 0, -47, 25.0, 5-55, g_guineu, Fox, 0-067-352-210, DIED, , , , , STARVE
40, -42, 0, -17, 25.0, 5-56, g_guineu, Fox, 0-067-352-210, DIED, , , , , STARVE
40, -35, 0, -35, 25.0, 6-57, g_guineu_vermella, Red fox, 0-067-352-210, DIED, , , , , STARVE
40, -16, 0, -50, 25.0, 6-58, g_guineu_vermella, Red fox, 0-067-352-210, DIED, , , , , STARVE
40, -27, 0, -45, 25.0, 6-59, g_guineu_vermella, Red fox, 0-067-352-210, DIED, , , , , STARVE
40, -13, 0, -46, 25.0, 6-60, g_guineu_vermella, Red fox, 0-067-352-210, DIED, , , , , STARVE
40, -20, 0, -7, 25.0, 6-61, g_guineu_vermella, Red fox, 0-067-352-210, DIED, , , , , STARVE
40, -36, 0, -30, 25.0, 6-62, g_guineu_vermella, Red fox, 0-067-352-210, DIED, , , , , STARVE
42, -55, 0, -142, 25.0, 4-63, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-15, 2
42, -47, 0, -153, 25.0, 4-15, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=1, offSpring=3.0  births=1
42, -129, 0, 7, 25.0, 4-64, g_conill_blau_escas, Blue rabbit2, 0-067-350-210, BORN, , , , , 4-21, 2
42, -119, 0, 2, 25.0, 4-65, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-21, 2
42, -124, 0, -11, 25.0, 4-21, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=2, offSpring=3.0  births=2
56, 21, 0, -20, 25.0, 4-20, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=0, offSpring=3.0  births=0
56, -39, 0, -10, 25.0, 4-44, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=0, offSpring=3.0  births=0
59, 29, 0, 60, 25.0, 4-66, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-7, 2
59, 36, 0, 25, 25.0, 4-67, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-7, 2
59, 31, 0, 43, 25.0, 4-7, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=2, offSpring=3.0  births=2
59, -126, 0, 6, 25.0, 4-12, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=0, offSpring=3.0  births=0
61, -41, 0, -1, 25.0, 4-48, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=0, offSpring=3.0  births=0
63, -77, 0, 14, 25.0, 4-68, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-16, 2
63, -79, 0, 19, 25.0, 4-69, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-16, 2
63, -92, 0, 24, 25.0, 4-16, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=2, offSpring=3.0  births=2
63, 4, 0, 22, 25.0, 4-27, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=0, offSpring=3.0  births=0
63, -99, 0, -54, 25.0, 4-70, g_conill_blau_escas, Blue rabbit2, 0-067-350-210, BORN, , , , , 4-31, 2
63, -84, 0, -47, 25.0, 4-71, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-31, 2
63, -91, 0, -42, 25.0, 4-31, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=2, offSpring=3.0  births=2
63, 15, 0, 88, 25.0, 4-72, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-33, 2
63, 11, 0, 83, 25.0, 4-73, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-33, 2
63, 18, 0, 89, 25.0, 4-74, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-33, 2
63, 8, 0, 76, 25.0, 4-33, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=3, offSpring=3.0  births=3
63, -65, 0, 55, 25.0, 4-75, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-38, 2
63, -61, 0, 58, 25.0, 4-76, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-38, 2
63, -55, 0, 50, 25.0, 4-77, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-38, 2
63, -61, 0, 53, 25.0, 4-38, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=3, offSpring=3.0  births=3
63, -4, 0, -108, 25.0, 4-78, g_conill_blau_escas, Blue rabbit2, 0-067-350-210, BORN, , , , , 4-45, 2
63, -26, 0, -103, 25.0, 4-79, g_conill_blau_escas, Blue rabbit2, 0-067-350-210, BORN, , , , , 4-45, 2
63, -10, 0, -108, 25.0, 4-45, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=2, offSpring=3.0  births=2
63, -67, 0, -27, 25.0, 4-80, g_conill_blau_escas, Blue rabbit2, 0-067-350-210, BORN, , , , , 4-46, 2
63, -65, 0, -33, 25.0, 4-46, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=1, offSpring=3.0  births=1
63, -57, 0, 2, 25.0, 4-8, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=0, offSpring=3.0  births=0
65, -63, 0, 72, 25.0, 4-81, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-22, 2
65, -65, 0, 71, 25.0, 4-82, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-22, 2
65, -71, 0, 99, 25.0, 4-83, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-22, 2
65, -60, 0, 90, 25.0, 4-22, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=3, offSpring=3.0  births=3
65, 6, 0, -155, 25.0, 4-84, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-28, 2
65, -23, 0, -156, 25.0, 4-85, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-28, 2
65, -11, 0, -155, 25.0, 4-86, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-28, 2
65, -8, 0, -167, 25.0, 4-28, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=3, offSpring=3.0  births=3
65, -19, 0, -102, 25.0, 4-34, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=0, offSpring=3.0  births=0
65, 18, 0, 8, 25.0, 4-43, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=0, offSpring=3.0  births=0
65, -84, 0, -82, 25.0, 4-87, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-47, 2
65, -68, 0, -71, 25.0, 4-88, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-47, 2
65, -92, 0, -66, 25.0, 4-89, g_conill_blau_escas, Blue rabbit2, 0-067-350-210, BORN, , , , , 4-47, 2
65, -74, 0, -68, 25.0, 4-47, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=3, offSpring=3.0  births=3
67, -37, 0, -61, 25.0, 4-90, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-18, 2
67, -29, 0, -51, 25.0, 4-18, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=1, offSpring=3.0  births=1
69, -57, 0, -178, 25.0, 4-91, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-63, 3
69, -59, 0, -175, 25.0, 4-92, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-63, 3
69, -61, 0, -165, 25.0, 4-63, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=2, offSpring=3.0  births=2
69, 5, 0, 23, 25.0, 4-14, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=0, offSpring=3.0  births=0
69, 69, 0, -8, 25.0, 4-93, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-42, 2
69, 78, 0, -17, 25.0, 4-94, g_conill_blau_escas, Blue rabbit2, 0-067-350-210, BORN, , , , , 4-42, 2
69, 61, 0, -7, 25.0, 4-42, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=2, offSpring=3.0  births=2
69, 18, 0, -78, 25.0, 4-95, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-36, 2
69, 20, 0, -62, 25.0, 4-36, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=1, offSpring=3.0  births=1
72, -52, 0, -51, 25.0, 4-2, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=0, offSpring=3.0  births=0
72, 36, 0, 19, 25.0, 4-96, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-67, 3
72, 25, 0, 5, 25.0, 4-97, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-67, 3
72, 36, 0, 11, 25.0, 4-98, g_conill_blau_escas, Blue rabbit2, 0-067-350-210, BORN, , , , , 4-67, 3
72, 38, 0, 11, 25.0, 4-67, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=3, offSpring=3.0  births=3
73, -55, 0, -46, 25.0, 4-5, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=0, offSpring=3.0  births=0
74, -26, 0, -149, 25.0, 4-99, g_conill_blau_escas, Blue rabbit2, 0-067-350-210, BORN, , , , , 4-19, 2
74, -24, 0, -148, 25.0, 4-19, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=1, offSpring=3.0  births=1
74, -119, 0, -67, 25.0, 4-100, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-35, 2
74, -123, 0, -50, 25.0, 4-101, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-35, 2
74, -113, 0, -63, 25.0, 4-102, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-35, 2
74, -126, 0, -53, 25.0, 4-35, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=3, offSpring=3.0  births=3
75, -41, 0, -51, 25.0, 4-37, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=0, offSpring=3.0  births=0
75, 21, 0, 82, 25.0, 4-103, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-72, 3
75, 4, 0, 86, 25.0, 4-72, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=1, offSpring=3.0  births=1
76, 72, 0, -52, 25.0, 4-104, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-3, 2
76, 63, 0, -73, 25.0, 4-105, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-3, 2
76, 72, 0, -74, 25.0, 4-106, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-3, 2
76, 74, 0, -62, 25.0, 4-3, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=3, offSpring=3.0  births=3
77, -70, 0, 54, 25.0, 4-77, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=0, offSpring=3.0  births=0
77, -13, 0, -127, 25.0, 4-107, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-78, 3
77, -16, 0, -120, 25.0, 4-108, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-78, 3
77, 3, 0, -126, 25.0, 4-109, g_conill_blau_escas, Blue rabbit2, 0-067-350-210, BORN, , , , , 4-78, 3
77, 2, 0, -124, 25.0, 4-78, g_conill_blau_escas, Blue rabbit2, 0-067-350-210, TRY BIRTH, , , , , tryOk=3, offSpring=3.0  births=3
78, 26, 0, -8, 25.0, 4-4, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=0, offSpring=3.0  births=0
78, -70, 0, -41, 25.0, 4-17, g_conill_blau_escas, Blue rabbit2, 0-067-350-210, TRY BIRTH, , , , , tryOk=0, offSpring=3.0  births=0
78, 81, 0, 2, 25.0, 4-110, g_conill_blau_escas, Blue rabbit2, 0-067-350-210, BORN, , , , , 4-30, 2
78, 103, 0, -9, 25.0, 4-111, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-30, 2
78, 84, 0, -7, 25.0, 4-30, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=2, offSpring=3.0  births=2
78, -64, 0, 86, 25.0, 4-112, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-81, 3
78, -56, 0, 84, 25.0, 4-81, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=1, offSpring=3.0  births=1
78, 29, 0, -153, 25.0, 4-113, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-84, 3
78, 21, 0, -161, 25.0, 4-114, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-84, 3
78, 18, 0, -158, 25.0, 4-84, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=2, offSpring=3.0  births=2
80, -58, 0, -15, 25.0, 4-23, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=0, offSpring=3.0  births=0
82, -44, 0, -178, 25.0, 4-91, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=0, offSpring=3.0  births=0
82, -14, 0, -70, 25.0, 4-10, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=0, offSpring=3.0  births=0
82, -29, 0, -54, 25.0, 4-115, g_conill_blau_escas, Blue rabbit2, 0-067-350-210, BORN, , , , , 4-24, 2
82, -14, 0, -59, 25.0, 4-24, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=1, offSpring=3.0  births=1
82, -68, 0, -133, 25.0, 4-116, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-49, 2
82, -79, 0, -134, 25.0, 4-117, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-49, 2
82, -54, 0, -124, 25.0, 4-118, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-49, 2
82, -65, 0, -138, 25.0, 4-49, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=3, offSpring=3.0  births=3
82, -35, 0, -47, 25.0, 4-90, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=0, offSpring=3.0  births=0
83, -16, 0, -138, 25.0, 4-119, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-15, 2
83, -49, 0, -124, 25.0, 4-120, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-15, 2
83, -31, 0, -128, 25.0, 4-15, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=2, offSpring=3.0  births=3
83, -79, 0, -41, 25.0, 4-70, g_conill_blau_escas, Blue rabbit2, 0-067-350-210, TRY BIRTH, , , , , tryOk=0, offSpring=3.0  births=0
84, 7, 0, -163, 25.0, 4-86, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=0, offSpring=3.0  births=0
84, 71, 0, -26, 25.0, 4-121, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-94, 3
84, 86, 0, -40, 25.0, 4-122, g_conill_blau_escas, Blue rabbit2, 0-067-350-210, BORN, , , , , 4-94, 3
84, 83, 0, -33, 25.0, 4-94, g_conill_blau_escas, Blue rabbit2, 0-067-350-210, TRY BIRTH, , , , , tryOk=2, offSpring=3.0  births=2
85, 36, 0, 74, 25.0, 4-74, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=0, offSpring=3.0  births=0
85, -30, 0, -88, 25.0, 4-123, g_conill_blau_escas, Blue rabbit2, 0-067-350-210, BORN, , , , , 4-79, 3
85, -17, 0, -83, 25.0, 4-79, g_conill_blau_escas, Blue rabbit2, 0-067-350-210, TRY BIRTH, , , , , tryOk=1, offSpring=3.0  births=1
85, -90, 0, -164, 25.0, 4-124, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-1, 2
85, -96, 0, -188, 25.0, 4-125, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-1, 2
85, -81, 0, -179, 25.0, 4-1, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=2, offSpring=3.0  births=2
85, -5, 0, 18, 25.0, 4-11, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=0, offSpring=3.0  births=0
86, -110, 0, -73, 25.0, 4-100, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=0, offSpring=3.0  births=0
87, -80, 0, -50, 25.0, 4-88, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=0, offSpring=3.0  births=0
87, -79, 0, 80, 25.0, 4-126, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-83, 3
87, -59, 0, 82, 25.0, 4-83, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=1, offSpring=3.0  births=1
87, 84, 0, 5, 25.0, 4-93, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=0, offSpring=3.0  births=0
87, -78, 0, 0, 25.0, 4-127, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-65, 3
87, -80, 0, 18, 25.0, 4-65, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=1, offSpring=3.0  births=1
87, 30, 0, 75, 25.0, 4-103, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=0, offSpring=3.0  births=0
87, -87, 0, 44, 25.0, 4-75, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=0, offSpring=3.0  births=0
