Time, x, y, z, temperature, idS, genusS, nameS, genomeS, action, idO, genusO, nameO, genomeO
0, -69, 214, -23, 32.9, 4-1, g_arbre, Tree, 0-069-366-100, BORN, , , , , , 1
0, 115, 295, -147, 32.0, 6-53, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 96, 138, -77, 33.6, 6-54, g_conill, White Rabbit, 0-069-350-010, BORN, , , , , , 1
0, 31, 105, 5, 33.9, 6-55, g_conill, White Rabbit, 0-069-350-010, BORN, , , , , , 1
0, -73, 122, -123, 33.8, 6-56, g_conill, White Rabbit, 0-069-350-010, BORN, , , , , , 1
0, -23, 232, 29, 32.7, 6-57, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 44, 273, -101, 32.3, 6-58, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -5, 219, -192, 32.8, 6-59, g_conill, White Rabbit, 0-069-350-010, BORN, , , , , , 1
0, 121, 183, -109, 33.2, 6-60, g_conill, White Rabbit, 0-069-350-010, BORN, , , , , , 1
0, -131, 252, -46, 32.5, 6-61, g_conill, White Rabbit, 0-069-350-010, BORN, , , , , , 1
0, 77, 107, 15, 33.9, 6-62, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 101, 288, -150, 32.1, 6-63, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -109, 166, -72, 33.3, 6-64, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -41, 99, -144, 34.0, 6-65, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -57, 148, 46, 33.5, 6-66, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 15, 190, -130, 33.1, 6-67, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -56, 177, 12, 33.2, 6-68, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -33, 135, -156, 33.6, 6-69, g_conill, White Rabbit, 0-069-350-010, BORN, , , , , , 1
0, -65, 156, 63, 33.4, 6-70, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 36, 172, -72, 33.3, 6-71, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 41, 274, -95, 32.3, 6-72, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 145, 123, -41, 33.8, 6-73, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -17, 243, 14, 32.6, 6-74, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 122, 172, -107, 33.3, 6-75, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 118, 78, -68, 34.2, 6-76, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 73, 201, -106, 33.0, 6-77, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 65, 89, 23, 34.1, 6-78, g_conill, White Rabbit, 0-069-350-010, BORN, , , , , , 1
0, -32, 186, -84, 33.1, 6-79, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 50, 245, -161, 32.5, 6-80, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -106, 220, -7, 32.8, 6-81, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 110, 118, -82, 33.8, 6-82, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -80, 195, 5, 33.0, 6-83, g_conill, White Rabbit, 0-069-350-010, BORN, , , , , , 1
0, 98, 272, -178, 32.3, 6-84, g_conill, White Rabbit, 0-069-350-010, BORN, , , , , , 1
0, 23, 141, -55, 33.6, 6-85, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -75, 150, -86, 33.5, 6-86, g_conill, White Rabbit, 0-069-350-010, BORN, , , , , , 1
0, -108, 123, -94, 33.8, 6-87, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 104, 285, -159, 32.1, 6-88, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -71, 122, -124, 33.8, 6-89, g_conill, White Rabbit, 0-069-350-010, BORN, , , , , , 1
0, -91, 218, 4, 32.8, 6-90, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 51, 165, -81, 33.3, 6-91, g_conill, White Rabbit, 0-069-350-010, BORN, , , , , , 1
0, 66, 185, -90, 33.1, 6-92, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 69, 171, -84, 33.3, 6-93, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 83, 132, 46, 33.7, 6-94, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -79, 151, 53, 33.5, 6-95, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 27, 283, -200, 32.2, 6-96, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 1, 70, 61, 34.3, 6-97, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -107, 182, 24, 33.2, 6-98, g_conill, White Rabbit, 0-069-350-010, BORN, , , , , , 1
0, -93, 219, 10, 32.8, 6-99, g_conill, White Rabbit, 0-069-350-010, BORN, , , , , , 1
0, 14, 126, -46, 33.7, 6-100, g_conill, White Rabbit, 0-069-350-010, BORN, , , , , , 1
0, 36, 234, -164, 32.7, 6-101, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 73, 238, -137, 32.6, 7-102, g_guineu, Fox, 0-069-352-210, BORN, , , , , , 1
0, -138, 249, -62, 32.5, 7-103, g_guineu, Fox, 0-069-352-210, BORN, , , , , , 1
0, 114, 191, -117, 33.1, 7-104, g_guineu, Fox, 0-069-352-210, BORN, , , , , , 1
0, -58, 166, 29, 33.3, 7-105, g_guineu, Fox, 0-069-352-210, BORN, , , , , , 1
0, -51, 201, -165, 33.0, 7-106, g_guineu, Fox, 0-069-352-210, BORN, , , , , , 1
