Time, x, y, z, temperature, idS, genusS, nameS, genomeS, action, idO, genusO, nameO, genomeO
72, -102, 0, -105, 25.0, 4-21, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=1, offSpring=3.0  births=1
74, -95, 0, -64, 25.0, 4-15, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=0, offSpring=3.0  births=0
74, -79, 0, -96, 25.0, 4-40, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=0, offSpring=3.0  births=0
74, 26, 5, -217, 24.9, 4-132, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-109, 4
74, 38, 0, -214, 25.0, 4-133, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-109, 4
74, 4, 0, -203, 25.0, 4-134, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-109, 4
74, 21, 0, -209, 25.0, 4-109, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=3, offSpring=3.0  births=3
74, -69, 0, -2, 25.0, 4-13, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=0, offSpring=3.0  births=0
74, 7, 0, -85, 25.0, 4-135, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-16, 2
74, -9, 0, -86, 25.0, 4-136, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-16, 2
74, 8, 0, -61, 25.0, 4-137, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-16, 2
74, -4, 0, -70, 25.0, 4-16, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=3, offSpring=3.0  births=3
74, 64, 0, -64, 25.0, 4-71, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=0, offSpring=3.0  births=0
76, -80, 0, -158, 25.0, 4-138, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-28, 2
76, -75, 0, -160, 25.0, 4-139, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-28, 2
76, -68, 0, -147, 25.0, 4-28, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=2, offSpring=3.0  births=2
76, -88, 0, -77, 25.0, 4-140, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-39, 2
76, -102, 0, -81, 25.0, 4-39, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=1, offSpring=3.0  births=1
76, -129, 0, -15, 25.0, 4-141, g_conill_blau_escas, Blue rabbit2, 0-077-350-110, BORN, , , , , 4-111, 4
76, -107, 0, -6, 25.0, 4-142, g_conill_blau_escas, Blue rabbit2, 0-077-350-110, BORN, , , , , 4-111, 4
76, -116, 0, -11, 25.0, 4-111, g_conill_blau_escas, Blue rabbit2, 0-077-350-110, TRY BIRTH, , , , , tryOk=2, offSpring=3.0  births=2
77, 8, 0, 60, 25.0, 4-143, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-107, 4
77, 24, 0, 68, 25.0, 4-144, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-107, 4
77, 13, 0, 59, 25.0, 4-107, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=2, offSpring=3.0  births=2
78, -74, 0, -74, 25.0, 4-35, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=0, offSpring=3.0  births=0
78, -52, 0, 60, 25.0, 4-145, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-120, 3
78, -50, 0, 63, 25.0, 4-120, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=1, offSpring=3.0  births=1
78, 39, 0, 23, 25.0, 4-146, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-22, 2
78, 25, 0, 32, 25.0, 4-22, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=1, offSpring=3.0  births=2
78, 35, 0, -3, 25.0, 4-99, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=0, offSpring=3.0  births=0
79, -77, 0, 55, 25.0, 4-147, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-105, 3
79, -57, 0, 79, 25.0, 4-148, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-105, 3
79, -73, 0, 73, 25.0, 4-105, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=2, offSpring=3.0  births=2
79, 77, 0, -39, 25.0, 4-27, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=0, offSpring=3.0  births=3
79, -133, 0, -26, 25.0, 4-149, g_conill_blau_escas, Blue rabbit2, 0-077-350-110, BORN, , , , , 4-113, 4
79, -118, 0, -37, 25.0, 4-113, g_conill_blau_escas, Blue rabbit2, 0-077-350-110, TRY BIRTH, , , , , tryOk=1, offSpring=3.0  births=1
79, -31, 0, -87, 25.0, 4-96, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=0, offSpring=3.0  births=0
79, 86, 0, 61, 25.0, 4-150, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-93, 4
79, 77, 0, 74, 25.0, 4-151, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-93, 4
79, 79, 0, 74, 25.0, 4-93, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=2, offSpring=3.0  births=2
80, -45, 0, -94, 25.0, 4-115, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=0, offSpring=3.0  births=0
81, -105, 0, -31, 25.0, 4-79, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=0, offSpring=3.0  births=0
81, 29, 0, -86, 25.0, 4-152, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-19, 2
81, 45, 0, -93, 25.0, 4-153, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-19, 2
81, 49, 0, -85, 25.0, 4-19, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=2, offSpring=3.0  births=2
81, -26, 0, -103, 25.0, 4-36, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=0, offSpring=3.0  births=0
81, 11, 0, -56, 25.0, 4-117, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=0, offSpring=3.0  births=0
81, -93, 0, -4, 25.0, 4-34, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=0, offSpring=3.0  births=1
81, -140, 0, -19, 25.0, 4-154, g_conill_blau_escas, Blue rabbit2, 0-077-350-110, BORN, , , , , 4-112, 4
81, -143, 0, -36, 25.0, 4-112, g_conill_blau_escas, Blue rabbit2, 0-077-350-110, TRY BIRTH, , , , , tryOk=1, offSpring=3.0  births=1
83, 101, 0, -65, 25.0, 4-155, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-127, 4
83, 98, 0, -67, 25.0, 4-127, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=1, offSpring=3.0  births=1
83, 64, 0, 63, 25.0, 4-118, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=0, offSpring=3.0  births=0
84, -46, 0, -83, 25.0, 4-7, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=0, offSpring=3.0  births=0
85, -55, 0, -38, 25.0, 4-156, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-44, 2
85, -62, 0, -50, 25.0, 4-157, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-44, 2
85, -46, 0, -43, 25.0, 4-44, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=2, offSpring=3.0  births=3
85, -89, 0, -57, 25.0, 4-31, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=0, offSpring=3.0  births=1
85, 63, 0, -6, 25.0, 4-100, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=0, offSpring=3.0  births=0
85, 89, 0, 16, 25.0, 4-158, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-129, 4
85, 104, 0, -10, 25.0, 4-159, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-129, 4
85, 89, 0, 1, 25.0, 4-160, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-129, 4
85, 102, 0, 8, 25.0, 4-129, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=3, offSpring=3.0  births=3
86, -76, 0, -52, 25.0, 4-24, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=0, offSpring=3.0  births=0
86, 53, 0, -63, 25.0, 4-8, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=0, offSpring=3.0  births=1
86, -35, 0, -185, 25.0, 4-122, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=0, offSpring=3.0  births=0
87, 90, 0, -27, 25.0, 4-43, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=0, offSpring=3.0  births=1
87, 107, 0, -59, 25.0, 4-126, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=0, offSpring=3.0  births=0
88, 71, 0, -61, 25.0, 4-72, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=0, offSpring=3.0  births=0
88, -67, 0, 37, 25.0, 4-119, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=0, offSpring=3.0  births=0
89, 34, 0, -210, 25.0, 4-161, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-133, 5
89, 51, 0, -195, 25.0, 4-162, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , 4-133, 5
89, 51, 0, -211, 25.0, 4-133, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=2, offSpring=3.0  births=2
90, 82, 0, 69, 25.0, 4-151, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, TRY BIRTH, , , , , tryOk=0, offSpring=3.0  births=0
