Time, x, y, z, temperature, idS, genusS, nameS, genomeS, action, idO, genusO, nameO, genomeO
30, -58, 0, 53, 25.0, 4-29, g_conill, White Rabbit, 0-067-350-010, DIED, , , , , STARVE
30, -32, 0, 43, 25.0, 4-30, g_conill, White Rabbit, 0-067-350-110, DIED, , , , , STARVE
30, 11, 0, 2, 25.0, 4-31, g_conill, White Rabbit, 0-067-350-110, DIED, , , , , STARVE
30, 31, 0, 12, 25.0, 4-32, g_conill, White Rabbit, 0-067-350-110, DIED, , , , , STARVE
30, 33, 0, 5, 25.0, 4-33, g_conill, White Rabbit, 0-067-350-110, DIED, , , , , STARVE
30, -101, 0, 0, 25.0, 4-34, g_conill, White Rabbit, 0-067-350-010, DIED, , , , , STARVE
30, -68, 0, 56, 25.0, 4-35, g_conill, White Rabbit, 0-067-350-010, DIED, , , , , STARVE
30, -46, 0, 44, 25.0, 4-36, g_conill, White Rabbit, 0-067-350-110, DIED, , , , , STARVE
30, 24, 0, -17, 25.0, 4-37, g_conill, White Rabbit, 0-067-350-010, DIED, , , , , STARVE
30, 9, 0, -62, 25.0, 4-40, g_conill, White Rabbit, 0-067-350-010, DIED, , , , , STARVE
30, 46, 0, -51, 25.0, 4-41, g_conill, White Rabbit, 0-067-350-110, DIED, , , , , STARVE
30, -32, 0, 47, 25.0, 4-42, g_conill, White Rabbit, 0-067-350-010, DIED, , , , , STARVE
30, -41, 0, -108, 25.0, 4-43, g_conill, White Rabbit, 0-067-350-110, DIED, , , , , STARVE
30, -40, 0, -61, 25.0, 4-44, g_conill, White Rabbit, 0-067-350-110, DIED, , , , , STARVE
30, 22, 0, 48, 25.0, 4-45, g_conill, White Rabbit, 0-067-350-110, DIED, , , , , STARVE
30, 52, 0, -60, 25.0, 4-46, g_conill, White Rabbit, 0-067-350-110, DIED, , , , , STARVE
30, -88, 0, -87, 25.0, 4-47, g_conill, White Rabbit, 0-067-350-110, DIED, , , , , STARVE
30, -75, 0, -49, 25.0, 4-48, g_conill, White Rabbit, 0-067-350-110, DIED, , , , , STARVE
30, 23, 0, -85, 25.0, 4-49, g_conill, White Rabbit, 0-067-350-110, DIED, , , , , STARVE
30, -72, 0, 27, 25.0, 4-50, g_conill, White Rabbit, 0-067-350-010, DIED, , , , , STARVE
30, -110, 0, -64, 25.0, 4-38, g_conill, White Rabbit, 0-067-350-110, DIED, , , , , STARVE
31, -13, 0, -21, 25.0, 4-10, g_conill, White Rabbit, 0-067-350-110, DIED, , , , , STARVE
40, -31, 0, -17, 25.0, 5-51, g_guineu, Fox, 0-067-352-210, DIED, , , , , STARVE
40, -12, 0, -17, 25.0, 5-52, g_guineu, Fox, 0-067-352-210, DIED, , , , , STARVE
40, -23, 0, -21, 25.0, 5-54, g_guineu, Fox, 0-067-352-210, DIED, , , , , STARVE
40, -12, 0, -45, 25.0, 5-55, g_guineu, Fox, 0-067-352-210, DIED, , , , , STARVE
40, -18, 0, -20, 25.0, 5-56, g_guineu, Fox, 0-067-352-210, DIED, , , , , STARVE
40, -24, 0, -41, 25.0, 6-57, g_guineu_vermella, Red fox, 0-067-352-310, DIED, , , , , STARVE
40, -24, 0, -52, 25.0, 6-58, g_guineu_vermella, Red fox, 0-067-352-310, DIED, , , , , STARVE
40, -33, 0, -16, 25.0, 6-59, g_guineu_vermella, Red fox, 0-067-352-210, DIED, , , , , STARVE
40, -29, 0, -32, 25.0, 6-60, g_guineu_vermella, Red fox, 0-067-352-210, DIED, , , , , STARVE
40, -18, 0, -43, 25.0, 6-61, g_guineu_vermella, Red fox, 0-067-352-310, DIED, , , , , STARVE
40, -33, 0, -32, 25.0, 6-62, g_guineu_vermella, Red fox, 0-067-352-210, DIED, , , , , STARVE
43, -12, 0, 86, 25.0, 4-39, g_conill, White Rabbit, 0-067-350-010, DIED, , , , , STARVE
0, 9, 0, 55, 25.0, 4-1, g_conill, White Rabbit, 0-067-350-010, BORN, , , , , , 1
0, -74, 0, 20, 25.0, 4-2, g_conill, White Rabbit, 0-067-350-110, BORN, , , , , , 1
0, -3, 0, -98, 25.0, 4-3, g_conill, White Rabbit, 0-067-350-110, BORN, , , , , , 1
0, 26, 0, 1, 25.0, 4-4, g_conill, White Rabbit, 0-067-350-010, BORN, , , , , , 1
0, -111, 0, -79, 25.0, 4-5, g_conill, White Rabbit, 0-067-350-110, BORN, , , , , , 1
0, -66, 0, -99, 25.0, 4-6, g_conill, White Rabbit, 0-067-350-110, BORN, , , , , , 1
0, -2, 0, 55, 25.0, 4-7, g_conill, White Rabbit, 0-067-350-110, BORN, , , , , , 1
0, 3, 0, 25, 25.0, 4-8, g_conill, White Rabbit, 0-067-350-110, BORN, , , , , , 1
0, -112, 0, -68, 25.0, 4-9, g_conill, White Rabbit, 0-067-350-010, BORN, , , , , , 1
0, 23, 0, 49, 25.0, 4-10, g_conill, White Rabbit, 0-067-350-110, BORN, , , , , , 1
0, -17, 0, -27, 25.0, 4-11, g_conill, White Rabbit, 0-067-350-010, BORN, , , , , , 1
0, -73, 0, -110, 25.0, 4-12, g_conill, White Rabbit, 0-067-350-110, BORN, , , , , , 1
0, 65, 0, -25, 25.0, 4-13, g_conill, White Rabbit, 0-067-350-010, BORN, , , , , , 1
0, -97, 0, -78, 25.0, 4-14, g_conill, White Rabbit, 0-067-350-110, BORN, , , , , , 1
0, -26, 0, -42, 25.0, 4-15, g_conill, White Rabbit, 0-067-350-110, BORN, , , , , , 1
0, -68, 0, 4, 25.0, 4-16, g_conill, White Rabbit, 0-067-350-110, BORN, , , , , , 1
0, -79, 0, -72, 25.0, 4-17, g_conill, White Rabbit, 0-067-350-010, BORN, , , , , , 1
0, -62, 0, -54, 25.0, 4-18, g_conill, White Rabbit, 0-067-350-010, BORN, , , , , , 1
0, -14, 0, -18, 25.0, 4-19, g_conill, White Rabbit, 0-067-350-010, BORN, , , , , , 1
0, 7, 0, -32, 25.0, 4-20, g_conill, White Rabbit, 0-067-350-010, BORN, , , , , , 1
0, -14, 0, -48, 25.0, 4-21, g_conill, White Rabbit, 0-067-350-110, BORN, , , , , , 1
0, -81, 0, 45, 25.0, 4-22, g_conill, White Rabbit, 0-067-350-110, BORN, , , , , , 1
0, -41, 0, 52, 25.0, 4-23, g_conill, White Rabbit, 0-067-350-110, BORN, , , , , , 1
0, -68, 0, -87, 25.0, 4-24, g_conill, White Rabbit, 0-067-350-110, BORN, , , , , , 1
0, 48, 0, -45, 25.0, 4-25, g_conill, White Rabbit, 0-067-350-110, BORN, , , , , , 1
0, -118, 0, -24, 25.0, 4-26, g_conill, White Rabbit, 0-067-350-110, BORN, , , , , , 1
0, 3, 0, 56, 25.0, 4-27, g_conill, White Rabbit, 0-067-350-110, BORN, , , , , , 1
0, -4, 0, 48, 25.0, 4-28, g_conill, White Rabbit, 0-067-350-110, BORN, , , , , , 1
0, -26, 0, 40, 25.0, 4-29, g_conill, White Rabbit, 0-067-350-010, BORN, , , , , , 1
0, 18, 0, -115, 25.0, 4-30, g_conill, White Rabbit, 0-067-350-110, BORN, , , , , , 1
0, -44, 0, 53, 25.0, 4-31, g_conill, White Rabbit, 0-067-350-110, BORN, , , , , , 1
0, -46, 0, 9, 25.0, 4-32, g_conill, White Rabbit, 0-067-350-110, BORN, , , , , , 1
0, 2, 0, -124, 25.0, 4-33, g_conill, White Rabbit, 0-067-350-110, BORN, , , , , , 1
0, -64, 0, -64, 25.0, 4-34, g_conill, White Rabbit, 0-067-350-010, BORN, , , , , , 1
0, -15, 0, -28, 25.0, 4-35, g_conill, White Rabbit, 0-067-350-110, BORN, , , , , , 1
0, -107, 0, -66, 25.0, 4-36, g_conill, White Rabbit, 0-067-350-010, BORN, , , , , , 1
0, -40, 0, 30, 25.0, 4-37, g_conill, White Rabbit, 0-067-350-110, BORN, , , , , , 1
0, -40, 0, -2, 25.0, 4-38, g_conill, White Rabbit, 0-067-350-010, BORN, , , , , , 1
0, -62, 0, -68, 25.0, 4-39, g_conill, White Rabbit, 0-067-350-110, BORN, , , , , , 1
0, -79, 0, -97, 25.0, 4-40, g_conill, White Rabbit, 0-067-350-110, BORN, , , , , , 1
0, -8, 0, -14, 25.0, 4-41, g_conill, White Rabbit, 0-067-350-110, BORN, , , , , , 1
0, -16, 0, -50, 25.0, 4-42, g_conill, White Rabbit, 0-067-350-010, BORN, , , , , , 1
0, 2, 0, -106, 25.0, 4-43, g_conill, White Rabbit, 0-067-350-010, BORN, , , , , , 1
0, -12, 0, 15, 25.0, 4-44, g_conill, White Rabbit, 0-067-350-010, BORN, , , , , , 1
0, 15, 0, -116, 25.0, 4-45, g_conill, White Rabbit, 0-067-350-010, BORN, , , , , , 1
0, -53, 0, -125, 25.0, 4-46, g_conill, White Rabbit, 0-067-350-010, BORN, , , , , , 1
0, -24, 0, 14, 25.0, 4-47, g_conill, White Rabbit, 0-067-350-010, BORN, , , , , , 1
0, -58, 0, -127, 25.0, 4-48, g_conill, White Rabbit, 0-067-350-110, BORN, , , , , , 1
0, -83, 0, -66, 25.0, 4-49, g_conill, White Rabbit, 0-067-350-010, BORN, , , , , , 1
0, -72, 0, 15, 25.0, 4-50, g_conill, White Rabbit, 0-067-350-010, BORN, , , , , , 1
0, -30, 0, -38, 25.0, 5-51, g_guineu, Fox, 0-067-352-210, BORN, , , , , , 1
0, -28, 0, -44, 25.0, 5-52, g_guineu, Fox, 0-067-352-210, BORN, , , , , , 1
0, -21, 0, -39, 25.0, 5-53, g_guineu, Fox, 0-067-352-210, BORN, , , , , , 1
0, -24, 0, -36, 25.0, 5-54, g_guineu, Fox, 0-067-352-110, BORN, , , , , , 1
0, -18, 0, -31, 25.0, 5-55, g_guineu, Fox, 0-067-352-110, BORN, , , , , , 1
0, -17, 0, -33, 25.0, 5-56, g_guineu, Fox, 0-067-352-110, BORN, , , , , , 1
0, -16, 0, -36, 25.0, 6-57, g_guineu_vermella, Red fox, 0-067-352-210, BORN, , , , , , 1
0, -28, 0, -33, 25.0, 6-58, g_guineu_vermella, Red fox, 0-067-352-210, BORN, , , , , , 1
0, -26, 0, -43, 25.0, 6-59, g_guineu_vermella, Red fox, 0-067-352-210, BORN, , , , , , 1
0, -19, 0, -44, 25.0, 6-60, g_guineu_vermella, Red fox, 0-067-352-210, BORN, , , , , , 1
0, -29, 0, -37, 25.0, 6-61, g_guineu_vermella, Red fox, 0-067-352-210, BORN, , , , , , 1
0, -21, 0, -36, 25.0, 6-62, g_guineu_vermella, Red fox, 0-067-352-210, BORN, , , , , , 1
0, 129, 0, -37, 25.0, 7-63, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 131, 0, -106, 25.0, 7-64, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 4, 0, -180, 25.0, 7-65, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 18, 0, -149, 25.0, 7-66, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -101, 0, -116, 25.0, 7-67, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -80, 0, -78, 25.0, 7-68, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -75, 0, -141, 25.0, 7-69, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 63, 0, -126, 25.0, 7-70, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -179, 0, -25, 25.0, 7-71, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 22, 0, 92, 25.0, 7-72, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 143, 0, 51, 25.0, 7-73, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -209, 0, -108, 25.0, 7-74, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -113, 0, 92, 25.0, 7-75, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 125, 0, -53, 25.0, 7-76, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 22, 0, -170, 25.0, 7-77, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -117, 0, 27, 25.0, 7-78, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -8, 0, 77, 25.0, 7-79, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 150, 0, 32, 25.0, 7-80, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -140, 0, 79, 25.0, 7-81, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -108, 0, -181, 25.0, 7-82, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 34, 0, -113, 25.0, 7-83, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -155, 0, -183, 25.0, 7-84, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 89, 0, 43, 25.0, 7-85, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -196, 0, -36, 25.0, 7-86, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -176, 0, -58, 25.0, 7-87, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -150, 0, 27, 25.0, 7-88, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -47, 0, 138, 25.0, 7-89, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 25, 0, -151, 25.0, 7-90, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 18, 0, 85, 25.0, 7-91, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 135, 0, -23, 25.0, 7-92, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 75, 0, 122, 25.0, 7-93, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -94, 0, -58, 25.0, 7-94, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 17, 0, -203, 25.0, 7-95, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -35, 0, -126, 25.0, 7-96, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 20, 0, -200, 25.0, 7-97, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -88, 0, -103, 25.0, 7-98, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -12, 0, -186, 25.0, 7-99, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -19, 0, -178, 25.0, 7-100, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -133, 0, 38, 25.0, 7-101, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -77, 0, 27, 25.0, 7-102, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -19, 0, 79, 25.0, 7-103, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 89, 0, 84, 25.0, 7-104, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 11, 0, 10, 25.0, 7-105, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -65, 0, -164, 25.0, 7-106, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -95, 0, -156, 25.0, 7-107, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -46, 0, -124, 25.0, 7-108, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 50, 0, -199, 25.0, 7-109, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -118, 0, 50, 25.0, 7-110, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 73, 0, -120, 25.0, 7-111, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 134, 0, 71, 25.0, 7-112, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 84, 0, 96, 25.0, 7-113, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 21, 0, -162, 25.0, 7-114, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -11, 0, -105, 25.0, 7-115, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 119, 0, 5, 25.0, 7-116, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 90, 0, 62, 25.0, 7-117, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 1, 0, 144, 25.0, 7-118, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -90, 0, -24, 25.0, 7-119, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -79, 0, -28, 25.0, 7-120, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 46, 0, -113, 25.0, 7-121, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 19, 0, 53, 25.0, 7-122, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 110, 0, -104, 25.0, 7-123, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -60, 0, -20, 25.0, 7-124, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 56, 0, -35, 25.0, 7-125, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -180, 0, 37, 25.0, 7-126, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 83, 0, 79, 25.0, 7-127, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -117, 0, -125, 25.0, 7-128, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -97, 0, -151, 25.0, 7-129, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 31, 0, 101, 25.0, 7-130, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 52, 0, -92, 25.0, 7-131, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -120, 0, -144, 25.0, 7-132, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -171, 0, -144, 25.0, 7-133, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -25, 0, 136, 25.0, 7-134, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 107, 0, 22, 25.0, 7-135, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 107, 0, 84, 25.0, 7-136, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 26, 0, -69, 25.0, 7-137, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -207, 7, 1, 24.9, 7-138, g_herba, Grass, 0-067-358-000, SPAWN_NOT_BORN, , , , 
0, 46, 0, -8, 25.0, 7-139, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 103, 0, -153, 25.0, 7-140, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -122, 0, -97, 25.0, 7-141, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -192, 0, -138, 25.0, 7-142, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -73, 0, -155, 25.0, 7-143, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -117, 0, 54, 25.0, 7-144, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -166, 0, -145, 25.0, 7-145, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -31, 41, -221, 24.6, 7-146, g_herba, Grass, 0-067-358-000, SPAWN_NOT_BORN, , , , 
0, -7, 0, -129, 25.0, 7-147, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 94, 0, 85, 25.0, 7-148, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -5, 0, -167, 25.0, 7-149, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 77, 0, -84, 25.0, 7-150, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -195, 0, -69, 25.0, 7-151, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -19, 0, -74, 25.0, 7-152, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -95, 0, -50, 25.0, 7-153, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 120, 0, -159, 25.0, 7-154, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -62, 0, -196, 25.0, 7-155, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -26, 0, -200, 25.0, 7-156, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 97, 0, -107, 25.0, 7-157, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 68, 0, 133, 25.0, 7-158, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -102, 0, 80, 25.0, 7-159, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -104, 0, 76, 25.0, 7-160, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -76, 0, 150, 25.0, 7-161, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -114, 0, 72, 25.0, 7-162, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -8, 0, -175, 25.0, 7-163, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -116, 0, -152, 25.0, 7-164, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -72, 0, -156, 25.0, 7-165, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -163, 0, -150, 25.0, 7-166, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -163, 0, -12, 25.0, 7-167, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -144, 0, -92, 25.0, 7-168, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 171, 0, -84, 25.0, 7-169, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 34, 0, -160, 25.0, 7-170, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -131, 0, 10, 25.0, 7-171, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -185, 0, -4, 25.0, 7-172, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -26, 0, -165, 25.0, 7-173, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 120, 0, -107, 25.0, 7-174, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -141, 0, -148, 25.0, 7-175, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -120, 0, -141, 25.0, 7-176, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 55, 0, 34, 25.0, 7-177, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -150, 0, 105, 25.0, 7-178, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 49, 0, -84, 25.0, 7-179, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -15, 0, -29, 25.0, 7-180, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -112, 0, -134, 25.0, 7-181, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -67, 0, 64, 25.0, 7-182, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -153, 0, 99, 25.0, 7-183, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -174, 0, -133, 25.0, 7-184, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 16, 0, -71, 25.0, 7-185, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -98, 0, 19, 25.0, 7-186, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 151, 0, 60, 25.0, 7-187, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -66, 0, -108, 25.0, 7-188, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -2, 0, -104, 25.0, 7-189, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -26, 0, -87, 25.0, 7-190, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 142, 0, -48, 25.0, 7-191, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 128, 0, 60, 25.0, 7-192, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 56, 0, 122, 25.0, 7-193, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 33, 0, 125, 25.0, 7-194, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -167, 0, 100, 25.0, 7-195, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 41, 0, 120, 25.0, 7-196, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 72, 0, -163, 25.0, 7-197, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 66, 0, -172, 25.0, 7-198, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -66, 0, 131, 25.0, 7-199, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -83, 0, -53, 25.0, 7-200, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -70, 0, -11, 25.0, 7-201, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -221, 35, -66, 24.6, 7-202, g_herba, Grass, 0-067-358-000, SPAWN_NOT_BORN, , , , 
0, -152, 0, -76, 25.0, 7-203, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -40, 0, 31, 25.0, 7-204, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -133, 0, -182, 25.0, 7-205, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 11, 0, 43, 25.0, 7-206, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 83, 0, -178, 25.0, 7-207, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 122, 0, 3, 25.0, 7-208, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -20, 0, -137, 25.0, 7-209, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -104, 0, 35, 25.0, 7-210, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 29, 0, -113, 25.0, 7-211, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -97, 0, -146, 25.0, 7-212, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 93, 0, 49, 25.0, 7-213, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -122, 0, -156, 25.0, 7-214, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, -130, 0, 12, 25.0, 7-215, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
0, 144, 0, 33, 25.0, 7-216, g_herba, Grass, 0-067-358-000, BORN, , , , , , 1
30, 9, 0, 48, 25.0, 4-1, g_conill, White Rabbit, 0-067-350-010, DIED, , , , , STARVE
30, -81, 0, 15, 25.0, 4-2, g_conill, White Rabbit, 0-067-350-110, DIED, , , , , STARVE
30, -11, 0, -102, 25.0, 4-3, g_conill, White Rabbit, 0-067-350-110, DIED, , , , , STARVE
30, 52, 0, 5, 25.0, 4-4, g_conill, White Rabbit, 0-067-350-010, DIED, , , , , STARVE
30, -100, 0, -93, 25.0, 4-5, g_conill, White Rabbit, 0-067-350-110, DIED, , , , , STARVE
30, -66, 0, -79, 25.0, 4-6, g_conill, White Rabbit, 0-067-350-110, DIED, , , , , STARVE
30, -28, 0, 31, 25.0, 4-7, g_conill, White Rabbit, 0-067-350-110, DIED, , , , , STARVE
30, -32, 0, 24, 25.0, 4-8, g_conill, White Rabbit, 0-067-350-110, DIED, , , , , STARVE
30, -136, 0, -80, 25.0, 4-9, g_conill, White Rabbit, 0-067-350-010, DIED, , , , , STARVE
30, 26, 0, 41, 25.0, 4-10, g_conill, White Rabbit, 0-067-350-110, DIED, , , , , STARVE
30, -19, 0, -27, 25.0, 4-11, g_conill, White Rabbit, 0-067-350-010, DIED, , , , , STARVE
30, -81, 0, -109, 25.0, 4-12, g_conill, White Rabbit, 0-067-350-110, DIED, , , , , STARVE
30, 70, 0, -31, 25.0, 4-13, g_conill, White Rabbit, 0-067-350-010, DIED, , , , , STARVE
30, -93, 0, -68, 25.0, 4-14, g_conill, White Rabbit, 0-067-350-110, DIED, , , , , STARVE
30, -27, 0, -40, 25.0, 4-15, g_conill, White Rabbit, 0-067-350-110, DIED, , , , , STARVE
