Time,Biomass Total, Bio Plants, Bio Herb, Bio Pred1, Bio Pred2, Pop Plants, Pop Herb, Pop Pred1, Pop Pred2,Grass, Bush, Sheep, Alien Pred, 
1.0, 0, 0, 0, 0, 0, 30, 5, 0, 0, 0, 30, 5, 0
2.0, 521, 115, 405, 0, 0, 30, 5, 0, 0, 0, 30, 5, 0
3.0, 539, 134, 405, 0, 0, 30, 5, 0, 0, 0, 30, 5, 0
4.0, 538, 133, 405, 0, 0, 29, 5, 0, 0, 0, 29, 5, 0
5.0, 540, 135, 405, 0, 0, 29, 5, 0, 0, 0, 29, 5, 0
6.0, 538, 133, 405, 0, 0, 28, 5, 0, 0, 0, 28, 5, 0
7.0, 541, 135, 405, 0, 0, 28, 5, 0, 0, 0, 28, 5, 0
8.0, 541, 136, 405, 0, 0, 28, 5, 0, 0, 0, 28, 5, 0
9.0, 544, 139, 405, 0, 0, 28, 5, 0, 0, 0, 28, 5, 0
10.0, 546, 140, 405, 0, 0, 28, 5, 0, 0, 0, 28, 5, 0
11.0, 547, 142, 405, 0, 0, 28, 5, 0, 0, 0, 28, 5, 0
12.0, 550, 144, 405, 0, 0, 28, 5, 0, 0, 0, 28, 5, 0
13.0, 551, 146, 405, 0, 0, 28, 5, 0, 0, 0, 28, 5, 0
14.0, 554, 149, 405, 0, 0, 28, 5, 0, 0, 0, 28, 5, 0
15.0, 556, 151, 405, 0, 0, 28, 5, 0, 0, 0, 28, 5, 0
16.0, 557, 153, 404, 0, 0, 28, 5, 0, 0, 0, 28, 5, 0
17.0, 555, 155, 399, 0, 0, 28, 5, 0, 0, 0, 28, 5, 0
18.0, 552, 157, 395, 0, 0, 28, 5, 0, 0, 0, 28, 5, 0
19.0, 549, 159, 390, 0, 0, 28, 5, 0, 0, 0, 28, 5, 0
20.0, 545, 161, 383, 0, 0, 28, 5, 0, 0, 0, 28, 5, 0
21.0, 541, 164, 377, 0, 0, 28, 5, 0, 0, 0, 28, 5, 0
22.0, 536, 165, 370, 0, 0, 28, 5, 0, 0, 0, 28, 5, 0
23.0, 531, 168, 363, 0, 0, 28, 5, 0, 0, 0, 28, 5, 0
24.0, 525, 170, 355, 0, 0, 28, 5, 0, 0, 0, 28, 5, 0
25.0, 519, 172, 347, 0, 0, 28, 5, 0, 0, 0, 28, 5, 0
26.0, 513, 174, 339, 0, 0, 28, 5, 0, 0, 0, 28, 5, 0
27.0, 508, 176, 331, 0, 0, 28, 5, 0, 0, 0, 28, 5, 0
28.0, 501, 178, 323, 0, 0, 28, 5, 0, 0, 0, 28, 5, 0
29.0, 495, 180, 315, 0, 0, 28, 5, 0, 0, 0, 28, 5, 0
30.0, 490, 183, 307, 0, 0, 28, 5, 0, 0, 0, 28, 5, 0
31.0, 485, 184, 300, 0, 0, 28, 2, 0, 0, 0, 28, 2, 0
32.0, 484, 186, 297, 0, 0, 28, 2, 0, 0, 0, 28, 2, 0
33.0, 482, 189, 293, 0, 0, 28, 1, 0, 0, 0, 28, 1, 0
34.0, 482, 191, 291, 0, 0, 28, 1, 0, 0, 0, 28, 1, 0
35.0, 482, 193, 289, 0, 0, 28, 1, 0, 0, 0, 28, 1, 0
36.0, 314, 195, 118, 0, 0, 28, 1, 0, 0, 0, 28, 1, 0
37.0, 314, 197, 117, 0, 0, 28, 1, 0, 0, 0, 28, 1, 0
