Time,Biomass Total, Bio Plants, Bio Herb, Bio Pred1, Bio Pred2, Pop Plants, Pop Herb, Pop Pred1, Pop Pred2,Alien Plant, Alien Herb, Alien Pred, Alien Apex, Sheep, Cow, 
83.0, 9595, 0, 9595, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
84.0, 9595, 0, 9595, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
85.1, 9595, 0, 9595, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
86.1, 9595, 0, 9595, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
87.0, 9595, 0, 9595, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
88.0, 9595, 0, 9595, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
89.0, 9595, 0, 9595, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
90.0, 9595, 0, 9595, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
91.0, 9595, 0, 9595, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
92.0, 9595, 0, 9595, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
93.0, 9595, 0, 9595, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
94.0, 9595, 0, 9595, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
95.0, 9595, 0, 9595, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
96.0, 9595, 0, 9595, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
97.0, 9595, 0, 9595, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
98.0, 9595, 0, 9595, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
99.0, 9595, 0, 9595, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
100.0, 9595, 0, 9595, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
101.0, 9595, 0, 9595, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
102.0, 9595, 0, 9595, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
103.0, 9595, 0, 9595, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
104.0, 9595, 0, 9595, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
105.0, 9595, 0, 9595, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
106.0, 9595, 0, 9595, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
107.0, 9595, 0, 9595, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
108.0, 9595, 0, 9595, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
109.0, 9595, 0, 9595, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
110.0, 9595, 0, 9595, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
111.0, 9595, 0, 9595, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
112.0, 9595, 0, 9595, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
113.0, 9595, 0, 9595, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
