Time, x, y, z, temperature, idS, genusS, nameS, genomeS, action, idO, genusO, nameO, genomeO
1391, 26, 0, 82, 25.0, 0-511, g_grass, Grass, 0-067-358-000, BORN, , , , , 0-494, 4
1391, 22, 0, 79, 25.0, 0-512, g_grass, Grass, 0-067-358-000, BORN, , , , , 0-494, 4
1391, 27, 0, 78, 25.0, 0-494, g_grass, Grass, 0-067-358-000, TRY BIRTH, , , , , tryOk=2, offSpring=1.9  births=2
1391, 26, 0, 12, 25.0, 1-72, g_bush, Bush, 0-037-108-090, DIED, 2-458, g_sheep, Sheep, 0-067-354-119, PREY
1391, 25, 0, 12, 25.0, 2-458, g_sheep, Sheep, 0-067-354-119, EAT, 1-72, g_bush, Bush, 0-037-108-090, heMenjatPes=75.6 pes=73.0
1392, -16, 0, 5, 25.0, 2-513, g_sheep, Sheep, 0-067-354-119, BORN, , , , , 2-490, 4
1392, -22, 0, 9, 25.0, 2-490, g_sheep, Sheep, 0-067-354-119, TRY BIRTH, , , , , tryOk=1, offSpring=1.0  births=2
1392, -22, 0, 47, 25.0, 1-246, g_bush, Bush, 0-067-108-099, DIED, 2-463, g_sheep, Sheep, 0-067-354-119, PREY
1392, -21, 0, 47, 25.0, 2-463, g_sheep, Sheep, 0-067-354-119, EAT, 1-246, g_bush, Bush, 0-067-108-099, heMenjatPes=54.5 pes=69.4
1393, 45, 0, -88, 25.0, 2-514, g_sheep, Sheep, 0-067-354-119, BORN, , , , , 2-499, 6
1393, 46, 0, -83, 25.0, 2-499, g_sheep, Sheep, 0-067-354-119, TRY BIRTH, , , , , tryOk=1, offSpring=1.0  births=1
1394, 53, 0, 56, 25.0, 2-515, g_sheep, Sheep, 0-067-354-119, BORN, , , , , 2-500, 7
1394, 53, 0, 50, 25.0, 2-500, g_sheep, Sheep, 0-067-354-019, TRY BIRTH, , , , , tryOk=1, offSpring=1.0  births=1
1395, -65, 0, -80, 25.0, 0-516, g_grass, Grass, 0-057-357-000, BORN, , , , , 0-497, 6
1395, -60, 0, -80, 25.0, 0-517, g_grass, Grass, 0-057-357-000, BORN, , , , , 0-497, 6
1395, -63, 0, -83, 25.0, 0-497, g_grass, Grass, 0-057-357-000, TRY BIRTH, , , , , tryOk=2, offSpring=1.9  births=2
1397, -53, 0, -77, 25.0, 0-454, g_grass, Grass, 0-057-357-000, DIED, , , , , OLD
1399, 56, 0, 56, 25.0, 0-477, g_grass, Grass, 0-067-358-000, DIED, 2-500, g_sheep, Sheep, 0-067-354-019, PREY
1399, 56, 0, 57, 25.0, 2-500, g_sheep, Sheep, 0-067-354-019, EAT, 0-477, g_grass, Grass, 0-067-358-000, heMenjatPes=17.1 pes=86.6
1401, 73, 0, 53, 25.0, 1-272, g_bush, Bush, 0-067-108-099, TRY BIRTH, , , , , tryOk=0, offSpring=1.0  births=0
1402, -71, 0, 23, 25.0, 1-372, g_bush, Bush, 0-067-108-099, TRY BIRTH, , , , , tryOk=0, offSpring=1.0  births=0
1402, 44, 0, 35, 25.0, 1-302, g_bush, Bush, 0-067-108-099, TRY BIRTH, , , , , tryOk=0, offSpring=1.0  births=0
1403, -76, 0, 54, 25.0, 1-353, g_bush, Bush, 0-067-108-099, TRY BIRTH, , , , , tryOk=0, offSpring=1.0  births=0
1403, 41, 0, 68, 25.0, 0-518, g_grass, Grass, 0-067-358-000, BORN, , , , , 0-503, 5
1403, 40, 0, 63, 25.0, 0-519, g_grass, Grass, 0-067-358-000, BORN, , , , , 0-503, 5
1403, 43, 0, 65, 25.0, 0-503, g_grass, Grass, 0-067-358-000, TRY BIRTH, , , , , tryOk=2, offSpring=1.9  births=2
1404, -58, 0, -63, 25.0, 0-520, g_grass, Grass, 0-067-358-000, BORN, , , , , 0-506, 5
1404, -56, 0, -61, 25.0, 0-521, g_grass, Grass, 0-067-358-000, BORN, , , , , 0-506, 5
1404, -57, 0, -59, 25.0, 0-506, g_grass, Grass, 0-067-358-000, TRY BIRTH, , , , , tryOk=2, offSpring=1.9  births=2
1404, -23, 0, 14, 25.0, 1-289, g_bush, Bush, 0-067-108-099, DIED, 2-513, g_sheep, Sheep, 0-067-354-119, PREY
1404, -23, 0, 14, 25.0, 2-513, g_sheep, Sheep, 0-067-354-119, EAT, 1-289, g_bush, Bush, 0-067-108-099, heMenjatPes=3.6 pes=63.0
1404, -52, 0, 89, 25.0, 1-265, g_bush, Bush, 0-067-108-099, TRY BIRTH, , , , , tryOk=0, offSpring=1.0  births=0
1404, -61, 0, -78, 25.0, 1-347, g_bush, Bush, 0-067-108-099, TRY BIRTH, , , , , tryOk=0, offSpring=1.0  births=0
1407, -17, 0, 18, 25.0, 1-292, g_bush, Bush, 0-067-108-099, DIED, 2-463, g_sheep, Sheep, 0-067-354-119, PREY
1407, -17, 0, 17, 25.0, 2-463, g_sheep, Sheep, 0-067-354-119, EAT, 1-292, g_bush, Bush, 0-067-108-099, heMenjatPes=58.0 pes=69.4
1408, -56, 0, -56, 25.0, 0-522, g_grass, Grass, 0-067-358-000, BORN, , , , , 0-505, 5
1408, -57, 0, -53, 25.0, 0-523, g_grass, Grass, 0-067-358-000, BORN, , , , , 0-505, 5
1408, -54, 0, -53, 25.0, 0-505, g_grass, Grass, 0-067-358-000, TRY BIRTH, , , , , tryOk=2, offSpring=1.9  births=2
1408, -31, 0, 62, 25.0, 1-359, g_bush, Bush, 0-067-108-099, TRY BIRTH, , , , , tryOk=0, offSpring=1.0  births=0
1410, -64, 0, -60, 25.0, 0-524, g_grass, Grass, 0-067-358-000, BORN, , , , , 0-476, 4
1410, -57, 0, -57, 25.0, 0-525, g_grass, Grass, 0-067-358-000, BORN, , , , , 0-476, 4
1410, -60, 0, -61, 25.0, 0-476, g_grass, Grass, 0-067-358-000, TRY BIRTH, , , , , tryOk=2, offSpring=1.9  births=2
1411, 60, 0, 60, 25.0, 1-227, g_bush, Bush, 0-067-108-099, TRY BIRTH, , , , , tryOk=0, offSpring=1.0  births=1
1411, 32, 0, 44, 25.0, 1-156, g_bush, Bush, 0-067-108-099, TRY BIRTH, , , , , tryOk=0, offSpring=1.0  births=0
1412, 49, 0, -82, 25.0, 2-510, g_sheep, Sheep, 0-067-354-119, DIED, , , , , STARVE
1414, 45, 0, -82, 25.0, 2-456, g_sheep, Sheep, 0-067-354-119, DIED, , , , , OLD
1415, -6, 0, 12, 25.0, 1-89, g_bush, Bush, 0-067-108-099, DIED, 2-513, g_sheep, Sheep, 0-067-354-119, PREY
1415, -7, 0, 12, 25.0, 2-513, g_sheep, Sheep, 0-067-354-119, EAT, 1-89, g_bush, Bush, 0-067-108-099, heMenjatPes=7.2 pes=73.1
1417, 51, 0, 58, 25.0, 1-232, g_bush, Bush, 0-067-108-099, DIED, 2-515, g_sheep, Sheep, 0-067-354-119, PREY
1417, 51, 0, 59, 25.0, 2-515, g_sheep, Sheep, 0-067-354-119, EAT, 1-232, g_bush, Bush, 0-067-108-099, heMenjatPes=8.6 pes=86.7
1418, -17, 0, 10, 25.0, 2-526, g_sheep, Sheep, 0-067-354-119, BORN, , , , , 2-463, 4
1418, -17, 0, 12, 25.0, 2-463, g_sheep, Sheep, 0-067-354-119, TRY BIRTH, , , , , tryOk=1, offSpring=1.0  births=1
1419, 46, 0, -62, 25.0, 2-499, g_sheep, Sheep, 0-067-354-119, DIED, , , , , STARVE
1419, -18, 0, 18, 25.0, 1-274, g_bush, Bush, 0-067-108-099, DIED, 2-463, g_sheep, Sheep, 0-067-354-119, PREY
1419, -18, 0, 18, 25.0, 2-463, g_sheep, Sheep, 0-067-354-119, EAT, 1-274, g_bush, Bush, 0-067-108-099, heMenjatPes=61.4 pes=69.4
1420, 43, 0, -64, 25.0, 2-480, g_sheep, Sheep, 0-067-354-119, DIED, , , , , STARVE
1420, -4, 0, 17, 25.0, 2-527, g_sheep, Sheep, 0-067-354-019, BORN, , , , , 2-509, 4
1420, -6, 0, 12, 25.0, 2-509, g_sheep, Sheep, 0-067-354-119, TRY BIRTH, , , , , tryOk=1, offSpring=1.0  births=1
1421, 2, 0, 40, 25.0, 2-498, g_sheep, Sheep, 0-067-354-119, DIED, , , , , STARVE
1421, -53, 0, -59, 25.0, 0-472, g_grass, Grass, 0-067-358-000, TRY BIRTH, , , , , tryOk=0, offSpring=1.9  births=2
1422, 6, 0, 6, 25.0, 2-458, g_sheep, Sheep, 0-067-354-119, DIED, , , , , STARVE
1422, 60, 0, 60, 25.0, 1-227, g_bush, Bush, 0-067-108-099, DIED, 2-500, g_sheep, Sheep, 0-067-354-019, PREY
1422, 60, 0, 60, 25.0, 2-500, g_sheep, Sheep, 0-067-354-019, EAT, 1-227, g_bush, Bush, 0-067-108-099, heMenjatPes=25.7 pes=86.6
1423, 51, 0, -82, 25.0, 2-514, g_sheep, Sheep, 0-067-354-119, DIED, , , , , STARVE
1423, 57, 0, 77, 25.0, 1-364, g_bush, Bush, 0-067-108-099, DIED, 2-495, g_sheep, Sheep, 0-067-354-119, PREY
1423, 57, 0, 77, 25.0, 2-495, g_sheep, Sheep, 0-067-354-119, EAT, 1-364, g_bush, Bush, 0-067-108-099, heMenjatPes=40.1 pes=88.5
1426, -23, 0, 82, 25.0, 1-528, g_bush, Bush, 0-067-108-099, BORN, , , , , 1-260, 4
1426, -14, 0, 69, 25.0, 1-260, g_bush, Bush, 0-067-108-099, TRY BIRTH, , , , , tryOk=1, offSpring=1.0  births=1
1426, 46, 0, 79, 25.0, 0-529, g_grass, Grass, 0-067-358-000, BORN, , , , , 0-457, 3
1426, 44, 0, 80, 25.0, 0-530, g_grass, Grass, 0-067-358-000, BORN, , , , , 0-457, 3
1426, 47, 0, 81, 25.0, 0-457, g_grass, Grass, 0-067-358-000, TRY BIRTH, , , , , tryOk=2, offSpring=1.9  births=2
1427, 4, 0, -2, 25.0, 1-255, g_bush, Bush, 0-067-108-099, DIED, 2-513, g_sheep, Sheep, 0-067-354-119, PREY
1427, 4, 0, -1, 25.0, 2-513, g_sheep, Sheep, 0-067-354-119, EAT, 1-255, g_bush, Bush, 0-067-108-099, heMenjatPes=10.9 pes=73.1
1431, -58, 0, 63, 25.0, 1-201, g_bush, Bush, 0-067-108-099, TRY BIRTH, , , , , tryOk=0, offSpring=1.0  births=2
1431, 43, 0, 65, 25.0, 0-503, g_grass, Grass, 0-067-358-000, DIED, 2-515, g_sheep, Sheep, 0-067-354-119, PREY
1431, 43, 0, 65, 25.0, 2-515, g_sheep, Sheep, 0-067-354-119, EAT, 0-503, g_grass, Grass, 0-067-358-000, heMenjatPes=15.2 pes=86.7
1432, -59, 0, -78, 25.0, 0-531, g_grass, Grass, 0-057-357-000, BORN, , , , , 0-486, 5
1432, -58, 0, -80, 25.0, 0-532, g_grass, Grass, 0-057-357-000, BORN, , , , , 0-486, 5
1432, -58, 0, -82, 25.0, 0-486, g_grass, Grass, 0-057-357-000, TRY BIRTH, , , , , tryOk=2, offSpring=1.9  births=4
1432, -88, 0, 14, 25.0, 1-533, g_bush, Bush, 0-067-108-099, BORN, , , , , 1-371, 2
1432, -77, 0, 31, 25.0, 1-371, g_bush, Bush, 0-067-108-099, TRY BIRTH, , , , , tryOk=1, offSpring=1.0  births=1
1433, -42, 0, 31, 25.0, 1-368, g_bush, Bush, 0-067-108-099, DIED, 2-490, g_sheep, Sheep, 0-067-354-119, PREY
1433, -42, 0, 31, 25.0, 2-490, g_sheep, Sheep, 0-067-354-119, EAT, 1-368, g_bush, Bush, 0-067-108-099, heMenjatPes=48.3 pes=69.6
1433, 23, 0, 81, 25.0, 0-534, g_grass, Grass, 0-067-358-000, BORN, , , , , 0-511, 5
1433, 22, 0, 82, 25.0, 0-535, g_grass, Grass, 0-067-358-000, BORN, , , , , 0-511, 5
1433, 26, 0, 82, 25.0, 0-511, g_grass, Grass, 0-067-358-000, TRY BIRTH, , , , , tryOk=2, offSpring=1.9  births=2
1437, 41, 0, 68, 25.0, 0-518, g_grass, Grass, 0-067-358-000, DIED, 2-515, g_sheep, Sheep, 0-067-354-119, PREY
1437, 41, 0, 67, 25.0, 2-515, g_sheep, Sheep, 0-067-354-119, EAT, 0-518, g_grass, Grass, 0-067-358-000, heMenjatPes=18.4 pes=86.7
1438, -59, 0, -57, 25.0, 0-455, g_grass, Grass, 0-067-358-000, TRY BIRTH, , , , , tryOk=0, offSpring=1.9  births=2
1439, 61, 0, 61, 25.0, 2-536, g_sheep, Sheep, 0-067-354-019, BORN, , , , , 2-500, 7
1439, 63, 0, 67, 25.0, 2-500, g_sheep, Sheep, 0-067-354-019, TRY BIRTH, , , , , tryOk=1, offSpring=1.0  births=2
1440, -57, 0, -57, 25.0, 0-525, g_grass, Grass, 0-067-358-000, TRY BIRTH, , , , , tryOk=0, offSpring=1.9  births=0
1442, 76, 0, 27, 25.0, 1-84, g_bush, Bush, 0-067-108-090, DIED, , , , , OLD
1445, -74, 0, -69, 25.0, 1-537, g_bush, Bush, 0-067-108-099, BORN, , , , , 1-350, 2
1445, -61, 0, -60, 25.0, 1-350, g_bush, Bush, 0-067-108-099, TRY BIRTH, , , , , tryOk=1, offSpring=1.0  births=1
1446, 60, 0, 66, 25.0, 1-358, g_bush, Bush, 0-067-108-099, DIED, 2-500, g_sheep, Sheep, 0-067-354-019, PREY
1446, 61, 0, 67, 25.0, 2-500, g_sheep, Sheep, 0-067-354-019, EAT, 1-358, g_bush, Bush, 0-067-108-099, heMenjatPes=34.3 pes=86.6
1446, -59, 0, 72, 25.0, 1-355, g_bush, Bush, 0-067-108-099, TRY BIRTH, , , , , tryOk=0, offSpring=1.0  births=0
1448, 14, 0, 50, 25.0, 1-257, g_bush, Bush, 0-067-108-099, DIED, 2-526, g_sheep, Sheep, 0-067-354-119, PREY
1448, 14, 0, 51, 25.0, 2-526, g_sheep, Sheep, 0-067-354-119, EAT, 1-257, g_bush, Bush, 0-067-108-099, heMenjatPes=6.8 pes=68.4
1448, -44, 0, -81, 25.0, 0-538, g_grass, Grass, 0-067-358-000, BORN, , , , , 0-464, 3
1448, -43, 0, -76, 25.0, 0-539, g_grass, Grass, 0-067-358-000, BORN, , , , , 0-464, 3
1448, -43, 0, -79, 25.0, 0-464, g_grass, Grass, 0-067-358-000, TRY BIRTH, , , , , tryOk=2, offSpring=1.9  births=2
1448, -58, 0, -48, 25.0, 0-540, g_grass, Grass, 0-067-358-000, BORN, , , , , 0-523, 6
1448, -57, 0, -53, 25.0, 0-523, g_grass, Grass, 0-067-358-000, TRY BIRTH, , , , , tryOk=1, offSpring=1.9  births=1
1451, -62, 0, 50, 25.0, 1-366, g_bush, Bush, 0-067-108-099, TRY BIRTH, , , , , tryOk=0, offSpring=1.0  births=0
1452, 39, 0, 72, 25.0, 0-482, g_grass, Grass, 0-067-358-000, DIED, 2-515, g_sheep, Sheep, 0-067-354-119, PREY
1452, 39, 0, 72, 25.0, 2-515, g_sheep, Sheep, 0-067-354-119, EAT, 0-482, g_grass, Grass, 0-067-358-000, heMenjatPes=22.7 pes=86.7
1453, -59, 0, -57, 25.0, 0-455, g_grass, Grass, 0-067-358-000, DIED, , , , , OLD
1454, -38, 0, 81, 25.0, 1-362, g_bush, Bush, 0-067-108-099, TRY BIRTH, , , , , tryOk=0, offSpring=1.0  births=0
1456, 49, 0, 68, 25.0, 1-259, g_bush, Bush, 0-067-108-099, DIED, 2-495, g_sheep, Sheep, 0-067-354-119, PREY
1456, 49, 0, 68, 25.0, 2-495, g_sheep, Sheep, 0-067-354-119, EAT, 1-259, g_bush, Bush, 0-067-108-099, heMenjatPes=53.2 pes=88.5
1456, -42, 0, 40, 25.0, 1-270, g_bush, Bush, 0-067-108-099, DIED, 2-463, g_sheep, Sheep, 0-067-354-119, PREY
1456, -42, 0, 40, 25.0, 2-463, g_sheep, Sheep, 0-067-354-119, EAT, 1-270, g_bush, Bush, 0-067-108-099, heMenjatPes=75.2 pes=69.4
1456, -74, 0, 69, 25.0, 1-541, g_bush, Bush, 0-067-108-099, BORN, , , , , 1-354, 2
1456, -75, 0, 78, 25.0, 1-354, g_bush, Bush, 0-067-108-099, TRY BIRTH, , , , , tryOk=1, offSpring=1.0  births=1
1457, 14, 0, 15, 25.0, 2-509, g_sheep, Sheep, 0-067-354-119, DIED, , , , , STARVE
1457, -13, 0, 15, 25.0, 2-513, g_sheep, Sheep, 0-067-354-119, DIED, , , , , STARVE
1459, 37, 0, 76, 25.0, 2-542, g_sheep, Sheep, 0-067-354-119, BORN, , , , , 2-515, 8
1459, 37, 0, 72, 25.0, 2-515, g_sheep, Sheep, 0-067-354-119, TRY BIRTH, , , , , tryOk=1, offSpring=1.0  births=1
1459, -68, 0, -60, 25.0, 0-543, g_grass, Grass, 0-067-358-000, BORN, , , , , 0-524, 5
1459, -65, 0, -57, 25.0, 0-544, g_grass, Grass, 0-067-358-000, BORN, , , , , 0-524, 5
1459, -64, 0, -60, 25.0, 0-524, g_grass, Grass, 0-067-358-000, TRY BIRTH, , , , , tryOk=2, offSpring=1.9  births=2
1462, 65, 0, 53, 25.0, 1-224, g_bush, Bush, 0-067-108-099, DIED, 2-536, g_sheep, Sheep, 0-067-354-019, PREY
1462, 64, 0, 53, 25.0, 2-536, g_sheep, Sheep, 0-067-354-019, EAT, 1-224, g_bush, Bush, 0-067-108-099, heMenjatPes=9.0 pes=90.8
1462, -39, 0, 47, 25.0, 2-545, g_sheep, Sheep, 0-067-354-119, BORN, , , , , 2-463, 4
1462, -40, 0, 40, 25.0, 2-463, g_sheep, Sheep, 0-067-354-119, TRY BIRTH, , , , , tryOk=1, offSpring=1.0  births=2
1463, -69, 0, 54, 25.0, 1-365, g_bush, Bush, 0-067-108-099, TRY BIRTH, , , , , tryOk=0, offSpring=1.0  births=0
1464, 28, 0, 82, 25.0, 0-508, g_grass, Grass, 0-067-358-000, DIED, 2-515, g_sheep, Sheep, 0-067-354-119, PREY
1464, 27, 0, 82, 25.0, 2-515, g_sheep, Sheep, 0-067-354-119, EAT, 0-508, g_grass, Grass, 0-067-358-000, heMenjatPes=27.0 pes=86.7
1465, -62, 0, -81, 25.0, 0-546, g_grass, Grass, 0-057-357-000, BORN, , , , , 0-516, 7
1465, -63, 0, -77, 25.0, 0-547, g_grass, Grass, 0-057-357-000, BORN, , , , , 0-516, 7
1465, -65, 0, -80, 25.0, 0-516, g_grass, Grass, 0-057-357-000, TRY BIRTH, , , , , tryOk=2, offSpring=1.9  births=2
1465, -20, 0, 55, 25.0, 1-548, g_bush, Bush, 0-067-108-099, BORN, , , , , 1-528, 5
1465, -23, 0, 82, 25.0, 1-528, g_bush, Bush, 0-067-108-099, TRY BIRTH, , , , , tryOk=1, offSpring=1.0  births=1
1467, 24, 0, 75, 25.0, 0-549, g_grass, Grass, 0-067-358-000, BORN, , , , , 0-474, 3
1467, 32, 0, 71, 25.0, 0-550, g_grass, Grass, 0-067-358-000, BORN, , , , , 0-474, 3
1467, 28, 0, 74, 25.0, 0-474, g_grass, Grass, 0-067-358-000, TRY BIRTH, , , , , tryOk=2, offSpring=1.9  births=4
1468, -42, 0, 51, 25.0, 2-551, g_sheep, Sheep, 0-067-354-119, BORN, , , , , 2-490, 4
1468, -40, 0, 47, 25.0, 2-490, g_sheep, Sheep, 0-067-354-119, TRY BIRTH, , , , , tryOk=1, offSpring=1.0  births=3
1468, 70, 0, 58, 25.0, 1-262, g_bush, Bush, 0-067-108-099, DIED, 2-500, g_sheep, Sheep, 0-067-354-019, PREY
1468, 71, 0, 58, 25.0, 2-500, g_sheep, Sheep, 0-067-354-019, EAT, 1-262, g_bush, Bush, 0-067-108-099, heMenjatPes=42.9 pes=86.6
1468, 29, 0, 81, 25.0, 0-507, g_grass, Grass, 0-067-358-000, DIED, 2-515, g_sheep, Sheep, 0-067-354-119, PREY
1468, 28, 0, 81, 25.0, 2-515, g_sheep, Sheep, 0-067-354-119, EAT, 0-507, g_grass, Grass, 0-067-358-000, heMenjatPes=31.3 pes=86.7
1468, 22, 0, 46, 25.0, 1-277, g_bush, Bush, 0-067-108-099, DIED, 2-526, g_sheep, Sheep, 0-067-354-119, PREY
1468, 22, 0, 47, 25.0, 2-526, g_sheep, Sheep, 0-067-354-119, EAT, 1-277, g_bush, Bush, 0-067-108-099, heMenjatPes=13.6 pes=68.4
1468, 46, 0, 70, 25.0, 0-504, g_grass, Grass, 0-067-358-000, DIED, 2-495, g_sheep, Sheep, 0-067-354-119, PREY
1468, 46, 0, 71, 25.0, 2-495, g_sheep, Sheep, 0-067-354-119, EAT, 0-504, g_grass, Grass, 0-067-358-000, heMenjatPes=57.6 pes=88.5
1470, -48, 0, 40, 25.0, 1-300, g_bush, Bush, 0-067-108-099, DIED, 2-463, g_sheep, Sheep, 0-067-354-119, PREY
1470, -49, 0, 40, 25.0, 2-463, g_sheep, Sheep, 0-067-354-119, EAT, 1-300, g_bush, Bush, 0-067-108-099, heMenjatPes=82.1 pes=69.4
1472, 27, 0, 78, 25.0, 0-494, g_grass, Grass, 0-067-358-000, DIED, 2-515, g_sheep, Sheep, 0-067-354-119, PREY
1472, 28, 0, 79, 25.0, 2-515, g_sheep, Sheep, 0-067-354-119, EAT, 0-494, g_grass, Grass, 0-067-358-000, heMenjatPes=35.6 pes=86.7
1472, 32, 0, 71, 25.0, 0-550, g_grass, Grass, 0-067-358-000, DIED, 2-542, g_sheep, Sheep, 0-067-354-119, PREY
1472, 32, 0, 70, 25.0, 2-542, g_sheep, Sheep, 0-067-354-119, EAT, 0-550, g_grass, Grass, 0-067-358-000, heMenjatPes=2.3 pes=83.1
1472, 51, 0, 74, 25.0, 2-552, g_sheep, Sheep, 0-067-354-019, BORN, , , , , 2-495, 6
1472, 46, 0, 71, 25.0, 2-495, g_sheep, Sheep, 0-067-354-119, TRY BIRTH, , , , , tryOk=1, offSpring=1.0  births=2
1472, 32, 0, 44, 25.0, 1-156, g_bush, Bush, 0-067-108-099, DIED, 2-527, g_sheep, Sheep, 0-067-354-019, PREY
1472, 31, 0, 44, 25.0, 2-527, g_sheep, Sheep, 0-067-354-019, EAT, 1-156, g_bush, Bush, 0-067-108-099, heMenjatPes=13.4 pes=68.2
1474, -63, 0, -71, 25.0, 1-553, g_bush, Bush, 0-067-108-099, BORN, , , , , 1-346, 2
1474, -66, 0, -70, 25.0, 1-346, g_bush, Bush, 0-067-108-099, TRY BIRTH, , , , , tryOk=1, offSpring=1.0  births=1
1478, 46, 0, 79, 25.0, 0-529, g_grass, Grass, 0-067-358-000, DIED, 2-495, g_sheep, Sheep, 0-067-354-119, PREY
1478, 46, 0, 79, 25.0, 2-495, g_sheep, Sheep, 0-067-354-119, EAT, 0-529, g_grass, Grass, 0-067-358-000, heMenjatPes=61.8 pes=88.5
1478, -31, 0, 62, 25.0, 1-359, g_bush, Bush, 0-067-108-099, DIED, 2-490, g_sheep, Sheep, 0-067-354-119, PREY
1478, -31, 0, 62, 25.0, 2-490, g_sheep, Sheep, 0-067-354-119, EAT, 1-359, g_bush, Bush, 0-067-108-099, heMenjatPes=59.7 pes=69.6
1478, 31, 0, 37, 25.0, 2-554, g_sheep, Sheep, 0-067-354-119, BORN, , , , , 2-527, 5
1478, 33, 0, 44, 25.0, 2-527, g_sheep, Sheep, 0-067-354-019, TRY BIRTH, , , , , tryOk=1, offSpring=1.0  births=1
1478, 73, 0, 53, 25.0, 1-272, g_bush, Bush, 0-067-108-099, DIED, 2-500, g_sheep, Sheep, 0-067-354-019, PREY
1478, 73, 0, 52, 25.0, 2-500, g_sheep, Sheep, 0-067-354-019, EAT, 1-272, g_bush, Bush, 0-067-108-099, heMenjatPes=47.2 pes=86.6
1480, 47, 0, 81, 25.0, 0-457, g_grass, Grass, 0-067-358-000, DIED, , , , , OLD
1480, -46, 0, 34, 25.0, 2-463, g_sheep, Sheep, 0-067-354-119, DIED, , , , , OLD
1481, 24, 0, 75, 25.0, 0-549, g_grass, Grass, 0-067-358-000, DIED, 2-526, g_sheep, Sheep, 0-067-354-119, PREY
1481, 24, 0, 75, 25.0, 2-526, g_sheep, Sheep, 0-067-354-119, EAT, 0-549, g_grass, Grass, 0-067-358-000, heMenjatPes=16.4 pes=68.4
1482, 44, 0, 80, 25.0, 0-530, g_grass, Grass, 0-067-358-000, DIED, 2-542, g_sheep, Sheep, 0-067-354-119, PREY
1482, 44, 0, 80, 25.0, 2-542, g_sheep, Sheep, 0-067-354-119, EAT, 0-530, g_grass, Grass, 0-067-358-000, heMenjatPes=6.4 pes=83.1
1482, 28, 0, 74, 25.0, 0-474, g_grass, Grass, 0-067-358-000, DIED, 2-515, g_sheep, Sheep, 0-067-354-119, PREY
1482, 27, 0, 73, 25.0, 2-515, g_sheep, Sheep, 0-067-354-119, EAT, 0-474, g_grass, Grass, 0-067-358-000, heMenjatPes=39.9 pes=86.7
1487, -52, 0, -56, 25.0, 0-492, g_grass, Grass, 0-067-358-000, TRY BIRTH, , , , , tryOk=0, offSpring=1.9  births=0
1487, -55, 0, -56, 25.0, 0-475, g_grass, Grass, 0-067-358-000, TRY BIRTH, , , , , tryOk=0, offSpring=1.9  births=2
1489, -67, 0, 41, 25.0, 1-555, g_bush, Bush, 0-067-108-099, BORN, , , , , 1-304, 2
1489, -51, 0, 22, 25.0, 1-304, g_bush, Bush, 0-067-108-099, TRY BIRTH, , , , , tryOk=1, offSpring=1.0  births=1
1491, 72, 0, 58, 25.0, 2-556, g_sheep, Sheep, 0-067-354-019, BORN, , , , , 2-536, 8
1491, 71, 0, 52, 25.0, 2-536, g_sheep, Sheep, 0-067-354-019, TRY BIRTH, , , , , tryOk=1, offSpring=1.0  births=1
1491, 20, 0, 78, 25.0, 0-557, g_grass, Grass, 0-067-358-000, BORN, , , , , 0-512, 5
1491, 20, 0, 77, 25.0, 0-558, g_grass, Grass, 0-067-358-000, BORN, , , , , 0-512, 5
1491, 22, 0, 79, 25.0, 0-512, g_grass, Grass, 0-067-358-000, TRY BIRTH, , , , , tryOk=2, offSpring=1.9  births=2
1491, -67, 0, -53, 25.0, 0-559, g_grass, Grass, 0-067-358-000, BORN, , , , , 0-544, 6
1491, -61, 0, -54, 25.0, 0-560, g_grass, Grass, 0-067-358-000, BORN, , , , , 0-544, 6
1491, -65, 0, -57, 25.0, 0-544, g_grass, Grass, 0-067-358-000, TRY BIRTH, , , , , tryOk=2, offSpring=1.9  births=2
1494, 56, 0, 99, 25.0, 1-561, g_bush, Bush, 0-067-108-099, BORN, , , , , 1-357, 2
1494, 54, 0, 72, 25.0, 1-357, g_bush, Bush, 0-067-108-099, TRY BIRTH, , , , , tryOk=1, offSpring=1.0  births=1
1495, -73, 0, 65, 25.0, 2-562, g_sheep, Sheep, 0-067-354-019, BORN, , , , , 2-551, 5
1495, -69, 0, 69, 25.0, 2-551, g_sheep, Sheep, 0-067-354-119, TRY BIRTH, , , , , tryOk=1, offSpring=1.0  births=1
1495, 11, 0, 70, 25.0, 1-563, g_bush, Bush, 0-067-108-099, BORN, , , , , 1-363, 2
1495, -13, 0, 82, 25.0, 1-363, g_bush, Bush, 0-067-108-099, TRY BIRTH, , , , , tryOk=1, offSpring=1.0  births=1
1499, 23, 0, 81, 25.0, 0-534, g_grass, Grass, 0-067-358-000, TRY BIRTH, , , , , tryOk=0, offSpring=1.9  births=0
1499, -46, 0, -85, 25.0, 0-564, g_grass, Grass, 0-067-358-000, BORN, , , , , 0-538, 4
1499, -46, 0, -83, 25.0, 0-565, g_grass, Grass, 0-067-358-000, BORN, , , , , 0-538, 4
1499, -44, 0, -81, 25.0, 0-538, g_grass, Grass, 0-067-358-000, TRY BIRTH, , , , , tryOk=2, offSpring=1.9  births=2
1499, -57, 0, -59, 25.0, 0-506, g_grass, Grass, 0-067-358-000, TRY BIRTH, , , , , tryOk=0, offSpring=1.9  births=2
