Time, x, y, z, temperature, idS, genusS, nameS, genomeS, action, idO, genusO, nameO, genomeO
750, -11, 0, -26, 25.0, 2-313, g_sheep, Sheep, 0-067-354-119, BORN, , , , , , 1
750, -66, 0, -14, 25.0, 2-314, g_sheep, Sheep, 0-067-354-119, BORN, , , , , , 1
750, -28, 0, -51, 25.0, 2-315, g_sheep, Sheep, 0-067-354-119, BORN, , , , , , 1
750, 2, 0, -47, 25.0, 2-316, g_sheep, Sheep, 0-067-354-119, BORN, , , , , , 1
750, 91, 0, -76, 25.0, 2-317, g_sheep, Sheep, 0-067-354-119, BORN, , , , , , 1
750, 82, 0, -77, 25.0, 2-318, g_sheep, Sheep, 0-067-354-119, BORN, , , , , , 1
750, 41, 0, -68, 25.0, 2-319, g_sheep, Sheep, 0-067-354-119, BORN, , , , , , 1
750, 48, 0, -56, 25.0, 2-320, g_sheep, Sheep, 0-067-354-119, BORN, , , , , , 1
750, 56, 0, -65, 25.0, 2-321, g_sheep, Sheep, 0-067-354-119, BORN, , , , , , 1
750, 71, 0, -61, 25.0, 2-322, g_sheep, Sheep, 0-067-354-119, BORN, , , , , , 1
750, 55, 0, -69, 25.0, 2-323, g_sheep, Sheep, 0-067-354-119, BORN, , , , , , 1
750, 51, 0, -40, 25.0, 2-324, g_sheep, Sheep, 0-067-354-119, BORN, , , , , , 1
750, 60, 0, -56, 25.0, 2-325, g_sheep, Sheep, 0-067-354-119, BORN, , , , , , 1
750, 45, 0, -72, 25.0, 3-326, g_alien2, Alien Pred, 0-067-354-140, BORN, , , , , , 1
750, 26, 0, -64, 25.0, 3-327, g_alien2, Alien Pred, 0-067-354-140, BORN, , , , , , 1
750, 57, 0, -57, 25.0, 1-328, g_bush, Bush, 0-067-108-099, BORN, , , , , , 1
750, 66, 0, -55, 25.0, 1-329, g_bush, Bush, 0-067-108-099, BORN, , , , , , 1
750, 68, 0, -47, 25.0, 1-330, g_bush, Bush, 0-067-108-099, BORN, , , , , , 1
750, 36, 0, -64, 25.0, 1-331, g_bush, Bush, 0-067-108-099, BORN, , , , , , 1
750, 58, 0, -52, 25.0, 1-332, g_bush, Bush, 0-067-108-099, BORN, , , , , , 1
750, 60, 0, -52, 25.0, 1-333, g_bush, Bush, 0-067-108-099, BORN, , , , , , 1
750, 40, 0, -50, 25.0, 1-334, g_bush, Bush, 0-067-108-099, BORN, , , , , , 1
750, 63, 0, -66, 25.0, 1-335, g_bush, Bush, 0-067-108-099, BORN, , , , , , 1
750, 57, 0, -78, 25.0, 1-336, g_bush, Bush, 0-067-108-099, BORN, , , , , , 1
750, 41, 0, -60, 25.0, 1-337, g_bush, Bush, 0-067-108-099, BORN, , , , , , 1
750, 39, 0, -47, 25.0, 1-338, g_bush, Bush, 0-067-108-099, BORN, , , , , , 1
750, 41, 0, -73, 25.0, 1-339, g_bush, Bush, 0-067-108-099, BORN, , , , , , 1
750, 45, 0, -83, 25.0, 1-340, g_bush, Bush, 0-067-108-099, BORN, , , , , , 1
750, 55, 0, -86, 25.0, 1-341, g_bush, Bush, 0-067-108-099, BORN, , , , , , 1
750, 40, 0, -77, 25.0, 1-342, g_bush, Bush, 0-067-108-099, BORN, , , , , , 1
750, -1, 0, -68, 25.0, 1-343, g_bush, Bush, 0-067-108-099, BORN, , , , , , 1
750, -42, 0, -69, 25.0, 1-344, g_bush, Bush, 0-067-108-099, BORN, , , , , , 1
750, -61, 0, -57, 25.0, 1-345, g_bush, Bush, 0-067-108-099, BORN, , , , , , 1
750, -66, 0, -70, 25.0, 1-346, g_bush, Bush, 0-067-108-099, BORN, , , , , , 1
750, -61, 0, -78, 25.0, 1-347, g_bush, Bush, 0-067-108-099, BORN, , , , , , 1
750, -55, 0, -43, 25.0, 1-348, g_bush, Bush, 0-067-108-099, BORN, , , , , , 1
750, -64, 0, -30, 25.0, 1-349, g_bush, Bush, 0-067-108-099, BORN, , , , , , 1
750, -61, 0, -60, 25.0, 1-350, g_bush, Bush, 0-067-108-099, BORN, , , , , , 1
750, -68, 0, -31, 25.0, 1-351, g_bush, Bush, 0-067-108-099, BORN, , , , , , 1
750, -77, 0, 18, 25.0, 1-352, g_bush, Bush, 0-067-108-099, BORN, , , , , , 1
750, -76, 0, 54, 25.0, 1-353, g_bush, Bush, 0-067-108-099, BORN, , , , , , 1
750, -75, 0, 78, 25.0, 1-354, g_bush, Bush, 0-067-108-099, BORN, , , , , , 1
750, -59, 0, 72, 25.0, 1-355, g_bush, Bush, 0-067-108-099, BORN, , , , , , 1
750, -17, 0, 77, 25.0, 1-356, g_bush, Bush, 0-067-108-099, BORN, , , , , , 1
750, 54, 0, 72, 25.0, 1-357, g_bush, Bush, 0-067-108-099, BORN, , , , , , 1
750, 60, 0, 66, 25.0, 1-358, g_bush, Bush, 0-067-108-099, BORN, , , , , , 1
750, -31, 0, 62, 25.0, 1-359, g_bush, Bush, 0-067-108-099, BORN, , , , , , 1
750, -89, 0, 64, 25.0, 1-360, g_bush, Bush, 0-067-108-099, BORN, , , , , , 1
750, -88, 0, 70, 25.0, 1-361, g_bush, Bush, 0-067-108-099, BORN, , , , , , 1
750, -38, 0, 81, 25.0, 1-362, g_bush, Bush, 0-067-108-099, BORN, , , , , , 1
750, -13, 0, 82, 25.0, 1-363, g_bush, Bush, 0-067-108-099, BORN, , , , , , 1
750, 57, 0, 77, 25.0, 1-364, g_bush, Bush, 0-067-108-099, BORN, , , , , , 1
975, -69, 0, 54, 25.0, 1-365, g_bush, Bush, 0-067-108-099, BORN, , , , , , 1
975, -62, 0, 50, 25.0, 1-366, g_bush, Bush, 0-067-108-099, BORN, , , , , , 1
975, -56, 0, 49, 25.0, 1-367, g_bush, Bush, 0-067-108-099, BORN, , , , , , 1
975, -42, 0, 31, 25.0, 1-368, g_bush, Bush, 0-067-108-099, BORN, , , , , , 1
975, -67, 0, 2, 25.0, 1-369, g_bush, Bush, 0-067-108-099, BORN, , , , , , 1
975, -69, 0, 29, 25.0, 1-370, g_bush, Bush, 0-067-108-099, BORN, , , , , , 1
975, -77, 0, 31, 25.0, 1-371, g_bush, Bush, 0-067-108-099, BORN, , , , , , 1
975, -71, 0, 23, 25.0, 1-372, g_bush, Bush, 0-067-108-099, BORN, , , , , , 1
975, -50, 0, 17, 25.0, 2-373, g_sheep, Sheep, 0-067-354-019, BORN, , , , , , 1
975, -50, 0, -6, 25.0, 2-374, g_sheep, Sheep, 0-067-354-119, BORN, , , , , , 1
975, -55, 0, -28, 25.0, 2-375, g_sheep, Sheep, 0-067-354-019, BORN, , , , , , 1
975, -59, 0, -32, 25.0, 2-376, g_sheep, Sheep, 0-067-354-119, BORN, , , , , , 1
975, -57, 0, -26, 25.0, 2-377, g_sheep, Sheep, 0-067-354-119, BORN, , , , , , 1
975, -45, 0, -25, 25.0, 2-378, g_sheep, Sheep, 0-067-354-119, BORN, , , , , , 1
975, 36, 0, 69, 25.0, 0-379, g_grass, Grass, 0-067-358-000, BORN, , , , , , 1
975, 36, 0, 60, 25.0, 0-380, g_grass, Grass, 0-067-358-000, BORN, , , , , , 1
975, 26, 0, 77, 25.0, 0-381, g_grass, Grass, 0-067-358-000, BORN, , , , , , 1
975, 25, 0, 75, 25.0, 0-382, g_grass, Grass, 0-067-358-000, BORN, , , , , , 1
975, 36, 0, 71, 25.0, 0-383, g_grass, Grass, 0-067-358-000, BORN, , , , , , 1
975, 34, 0, 66, 25.0, 0-384, g_grass, Grass, 0-067-358-000, BORN, , , , , , 1
975, 50, 0, 79, 25.0, 0-385, g_grass, Grass, 0-067-358-000, BORN, , , , , , 1
975, 49, 0, 77, 25.0, 0-386, g_grass, Grass, 0-067-358-000, BORN, , , , , , 1
975, 53, 0, 55, 25.0, 0-387, g_grass, Grass, 0-067-358-000, BORN, , , , , , 1
975, 52, 0, 54, 25.0, 0-388, g_grass, Grass, 0-067-358-000, BORN, , , , , , 1
975, 50, 0, -10, 25.0, 0-389, g_grass, Grass, 0-067-358-000, BORN, , , , , , 1
975, 52, 0, -9, 25.0, 0-390, g_grass, Grass, 0-067-358-000, BORN, , , , , , 1
975, 12, 0, -40, 25.0, 0-391, g_grass, Grass, 0-067-358-000, BORN, , , , , , 1
975, 9, 0, -45, 25.0, 0-392, g_grass, Grass, 0-067-358-000, BORN, , , , , , 1
975, -34, 0, -52, 25.0, 0-393, g_grass, Grass, 0-067-358-000, BORN, , , , , , 1
975, -33, 0, -52, 25.0, 0-394, g_grass, Grass, 0-067-358-000, BORN, , , , , , 1
975, -42, 0, -60, 25.0, 0-395, g_grass, Grass, 0-067-358-000, BORN, , , , , , 1
975, -44, 0, -57, 25.0, 0-396, g_grass, Grass, 0-067-358-000, BORN, , , , , , 1
975, -47, 0, -80, 25.0, 0-397, g_grass, Grass, 0-067-358-000, BORN, , , , , , 1
975, -52, 0, -81, 25.0, 0-398, g_grass, Grass, 0-067-358-000, BORN, , , , , , 1
975, 6, 0, -78, 25.0, 0-399, g_grass, Grass, 0-067-358-000, BORN, , , , , , 1
975, 3, 0, -79, 25.0, 0-400, g_grass, Grass, 0-067-358-000, BORN, , , , , , 1
975, -5, 0, -87, 25.0, 0-401, g_grass, Grass, 0-067-358-000, BORN, , , , , , 1
975, -5, 0, -89, 25.0, 0-402, g_grass, Grass, 0-067-358-000, BORN, , , , , , 1
975, -46, 0, -89, 25.0, 0-403, g_grass, Grass, 0-067-358-000, BORN, , , , , , 1
975, -47, 0, -85, 25.0, 0-404, g_grass, Grass, 0-067-358-000, BORN, , , , , , 1
975, -56, 0, -60, 25.0, 0-405, g_grass, Grass, 0-067-358-000, BORN, , , , , , 1
975, -62, 0, -66, 25.0, 0-406, g_grass, Grass, 0-067-358-000, BORN, , , , , , 1
975, -51, 0, -67, 25.0, 0-407, g_grass, Grass, 0-067-358-000, BORN, , , , , , 1
975, -56, 0, -65, 25.0, 0-408, g_grass, Grass, 0-067-358-000, BORN, , , , , , 1
975, -26, 0, -66, 25.0, 0-409, g_grass, Grass, 0-067-358-000, BORN, , , , , , 1
975, -26, 0, -59, 25.0, 0-410, g_grass, Grass, 0-067-358-000, BORN, , , , , , 1
975, -47, 0, -13, 25.0, 0-411, g_grass, Grass, 0-067-358-000, BORN, , , , , , 1
975, -46, 0, -13, 25.0, 0-412, g_grass, Grass, 0-067-358-000, BORN, , , , , , 1
975, -27, 0, 11, 25.0, 0-413, g_grass, Grass, 0-067-358-000, BORN, , , , , , 1
975, -27, 0, 14, 25.0, 0-414, g_grass, Grass, 0-067-358-000, BORN, , , , , , 1
975, 1, 0, 17, 25.0, 0-415, g_grass, Grass, 0-067-358-000, BORN, , , , , , 1
975, -2, 0, 16, 25.0, 0-416, g_grass, Grass, 0-067-358-000, BORN, , , , , , 1
975, -38, 0, 28, 25.0, 0-417, g_grass, Grass, 0-067-358-000, BORN, , , , , , 1
975, -40, 0, 24, 25.0, 0-418, g_grass, Grass, 0-067-358-000, BORN, , , , , , 1
975, -12, 0, 48, 25.0, 0-419, g_grass, Grass, 0-067-358-000, BORN, , , , , , 1
975, -12, 0, 46, 25.0, 0-420, g_grass, Grass, 0-067-358-000, BORN, , , , , , 1
975, 5, 0, 40, 25.0, 0-421, g_grass, Grass, 0-067-358-000, BORN, , , , , , 1
975, 5, 0, 38, 25.0, 0-422, g_grass, Grass, 0-067-358-000, BORN, , , , , , 1
975, 39, 0, 43, 25.0, 0-423, g_grass, Grass, 0-067-358-000, BORN, , , , , , 1
975, 40, 0, 44, 25.0, 0-424, g_grass, Grass, 0-067-358-000, BORN, , , , , , 1
975, -15, 0, 55, 25.0, 0-425, g_grass, Grass, 0-067-358-000, BORN, , , , , , 1
975, -14, 0, 50, 25.0, 0-426, g_grass, Grass, 0-067-358-000, BORN, , , , , , 1
975, 7, 0, 17, 25.0, 0-427, g_grass, Grass, 0-067-358-000, BORN, , , , , , 1
975, 1, 0, 19, 25.0, 0-428, g_grass, Grass, 0-067-358-000, BORN, , , , , , 1
975, -66, 0, 4, 25.0, 2-429, g_sheep, Sheep, 0-067-354-119, BORN, , , , , , 1
975, -67, 0, 29, 25.0, 3-430, g_alien2, Alien Pred, 0-067-354-140, BORN, , , , , , 1
975, 26, 0, 46, 25.0, 2-431, g_sheep, Sheep, 0-067-354-119, BORN, , , , , , 1
975, 49, 0, 38, 25.0, 3-432, g_alien2, Alien Pred, 0-067-354-140, BORN, , , , , , 1
975, 36, 0, 21, 25.0, 3-433, g_alien2, Alien Pred, 0-067-354-140, BORN, , , , , , 1
975, 65, 0, 1, 25.0, 3-434, g_alien2, Alien Pred, 0-067-354-140, BORN, , , , , , 1
975, 13, 0, -36, 25.0, 3-435, g_alien2, Alien Pred, 0-067-354-140, BORN, , , , , , 1
975, 69, 0, 4, 25.0, 2-249, g_sheep, Sheep, 0-067-354-119, DIED, , , , , OLD
975, 36, 0, 34, 25.0, 2-263, g_sheep, Sheep, 0-067-354-119, DIED, , , , , OLD
975, 13, 0, 52, 25.0, 2-267, g_sheep, Sheep, 0-067-354-119, DIED, , , , , OLD
975, 36, 0, 34, 25.0, 2-271, g_sheep, Sheep, 0-067-354-119, DIED, , , , , OLD
975, -42, 0, 40, 25.0, 1-270, g_bush, Bush, 0-067-108-099, TRY BIRTH, , , , , tryOk=0, offSpring=1.0  births=0
975, -64, 0, -30, 25.0, 1-349, g_bush, Bush, 0-067-108-099, TRY BIRTH, , , , , tryOk=0, offSpring=1.0  births=0
975, -6, 0, 12, 25.0, 1-89, g_bush, Bush, 0-067-108-099, TRY BIRTH, , , , , tryOk=0, offSpring=1.0  births=1
975, -28, 0, 98, 25.0, 1-268, g_bush, Bush, 0-067-108-099, TRY BIRTH, , , , , tryOk=0, offSpring=1.0  births=0
975, -52, 0, 89, 25.0, 1-265, g_bush, Bush, 0-067-108-099, TRY BIRTH, , , , , tryOk=0, offSpring=1.0  births=0
975, -36, 0, 59, 25.0, 1-242, g_bush, Bush, 0-067-108-099, TRY BIRTH, , , , , tryOk=0, offSpring=1.0  births=2
976, 16, 0, 47, 25.0, 3-275, g_alien2, Alien Pred, 0-067-354-140, DIED, , , , , STARVE
976, 21, 0, 49, 25.0, 2-276, g_sheep, Sheep, 0-067-354-119, DIED, , , , , OLD
976, 15, 0, 2, 25.0, 2-278, g_sheep, Sheep, 0-067-354-119, DIED, , , , , STARVE
976, 12, 0, 9, 25.0, 3-279, g_alien2, Alien Pred, 0-067-354-140, DIED, , , , , STARVE
976, 2, 0, -27, 25.0, 3-280, g_alien2, Alien Pred, 0-067-354-140, DIED, , , , , STARVE
976, -10, 0, -26, 25.0, 2-281, g_sheep, Sheep, 0-067-354-119, DIED, , , , , STARVE
976, -44, 0, 35, 25.0, 2-283, g_sheep, Sheep, 0-067-354-119, DIED, , , , , STARVE
976, -36, 0, 59, 25.0, 3-284, g_alien2, Alien Pred, 0-067-354-140, DIED, , , , , STARVE
976, -15, 0, 58, 25.0, 2-285, g_sheep, Sheep, 0-067-354-119, DIED, , , , , STARVE
976, 9, 0, 50, 25.0, 3-286, g_alien2, Alien Pred, 0-067-354-140, DIED, , , , , STARVE
976, -6, 0, 18, 25.0, 2-288, g_sheep, Sheep, 0-067-354-119, DIED, , , , , STARVE
976, -20, 0, 16, 25.0, 2-290, g_sheep, Sheep, 0-067-354-119, DIED, , , , , STARVE
976, -17, 0, 12, 25.0, 3-291, g_alien2, Alien Pred, 0-067-354-140, DIED, , , , , STARVE
976, -13, 0, 67, 25.0, 2-309, g_sheep, Sheep, 0-067-354-119, DIED, , , , , STARVE
976, 55, 0, 63, 25.0, 2-310, g_sheep, Sheep, 0-067-354-119, DIED, , , , , STARVE
976, 88, 0, 35, 25.0, 2-311, g_sheep, Sheep, 0-067-354-119, DIED, , , , , STARVE
976, 54, 0, -12, 25.0, 2-312, g_sheep, Sheep, 0-067-354-119, DIED, , , , , STARVE
976, -12, 0, -26, 25.0, 2-313, g_sheep, Sheep, 0-067-354-119, DIED, , , , , STARVE
976, -66, 0, -13, 25.0, 2-314, g_sheep, Sheep, 0-067-354-119, DIED, , , , , STARVE
976, -28, 0, -51, 25.0, 2-315, g_sheep, Sheep, 0-067-354-119, DIED, , , , , STARVE
976, 2, 0, -48, 25.0, 2-316, g_sheep, Sheep, 0-067-354-119, DIED, , , , , STARVE
976, 92, 0, -76, 25.0, 2-317, g_sheep, Sheep, 0-067-354-119, DIED, , , , , STARVE
976, 81, 0, -77, 25.0, 2-318, g_sheep, Sheep, 0-067-354-119, DIED, , , , , OLD
976, 40, 0, -68, 25.0, 2-319, g_sheep, Sheep, 0-067-354-119, DIED, , , , , STARVE
976, 48, 0, -55, 25.0, 2-320, g_sheep, Sheep, 0-067-354-119, DIED, , , , , STARVE
976, 56, 0, -65, 25.0, 2-321, g_sheep, Sheep, 0-067-354-119, DIED, , , , , STARVE
976, 71, 0, -61, 25.0, 2-322, g_sheep, Sheep, 0-067-354-119, DIED, , , , , OLD
976, 56, 0, -69, 25.0, 2-323, g_sheep, Sheep, 0-067-354-119, DIED, , , , , STARVE
976, 51, 0, -41, 25.0, 2-324, g_sheep, Sheep, 0-067-354-119, DIED, , , , , STARVE
976, 60, 0, -57, 25.0, 2-325, g_sheep, Sheep, 0-067-354-119, DIED, , , , , STARVE
976, 45, 0, -71, 25.0, 3-326, g_alien2, Alien Pred, 0-067-354-140, DIED, , , , , STARVE
976, 27, 0, -64, 25.0, 3-327, g_alien2, Alien Pred, 0-067-354-140, DIED, , , , , STARVE
977, -58, 0, -38, 25.0, 1-307, g_bush, Bush, 0-067-108-099, TRY BIRTH, , , , , tryOk=0, offSpring=1.0  births=0
978, 11, 0, 28, 25.0, 1-106, g_bush, Bush, 0-067-108-099, TRY BIRTH, , , , , tryOk=0, offSpring=1.0  births=0
979, 24, 0, -43, 25.0, 1-298, g_bush, Bush, 0-067-108-099, TRY BIRTH, , , , , tryOk=0, offSpring=1.0  births=0
979, -55, 0, 17, 25.0, 2-373, g_sheep, Sheep, 0-067-354-019, DIED, 3-430, g_alien2, Alien Pred, 0-067-354-140, PREY
979, -55, 0, 17, 25.0, 3-430, g_alien2, Alien Pred, 0-067-354-140, EAT, 2-373, g_sheep, Sheep, 0-067-354-019, heMenjatPes=0.5 pes=41.6
982, -48, 0, 40, 25.0, 1-300, g_bush, Bush, 0-067-108-099, TRY BIRTH, , , , , tryOk=0, offSpring=1.0  births=0
982, 54, 0, 72, 25.0, 1-357, g_bush, Bush, 0-067-108-099, TRY BIRTH, , , , , tryOk=0, offSpring=1.0  births=0
982, -42, 0, 18, 25.0, 1-256, g_bush, Bush, 0-067-108-099, TRY BIRTH, , , , , tryOk=0, offSpring=1.0  births=0
983, 60, 0, 66, 25.0, 1-358, g_bush, Bush, 0-067-108-099, TRY BIRTH, , , , , tryOk=0, offSpring=1.0  births=0
983, -48, 0, 20, 25.0, 1-282, g_bush, Bush, 0-067-108-099, TRY BIRTH, , , , , tryOk=0, offSpring=1.0  births=0
984, -7, 0, -46, 25.0, 1-251, g_bush, Bush, 0-067-108-099, TRY BIRTH, , , , , tryOk=0, offSpring=1.0  births=1
985, -48, 0, 7, 25.0, 1-308, g_bush, Bush, 0-067-108-099, TRY BIRTH, , , , , tryOk=0, offSpring=1.0  births=0
986, -46, 0, -13, 25.0, 0-412, g_grass, Grass, 0-067-358-000, DIED, 2-374, g_sheep, Sheep, 0-067-354-119, PREY
986, -46, 0, -14, 25.0, 2-374, g_sheep, Sheep, 0-067-354-119, EAT, 0-412, g_grass, Grass, 0-067-358-000, heMenjatPes=2.6 pes=78.3
987, -32, 0, -12, 25.0, 1-294, g_bush, Bush, 0-067-108-099, TRY BIRTH, , , , , tryOk=0, offSpring=1.0  births=0
987, -58, 0, -38, 25.0, 1-307, g_bush, Bush, 0-067-108-099, DIED, 2-375, g_sheep, Sheep, 0-067-354-019, PREY
987, -58, 0, -39, 25.0, 2-375, g_sheep, Sheep, 0-067-354-019, EAT, 1-307, g_bush, Bush, 0-067-108-099, heMenjatPes=4.1 pes=82.2
987, -77, 0, 18, 25.0, 1-352, g_bush, Bush, 0-067-108-099, DIED, 2-429, g_sheep, Sheep, 0-067-354-119, PREY
987, -77, 0, 19, 25.0, 2-429, g_sheep, Sheep, 0-067-354-119, EAT, 1-352, g_bush, Bush, 0-067-108-099, heMenjatPes=4.2 pes=84.3
987, -64, 0, -30, 25.0, 1-349, g_bush, Bush, 0-067-108-099, DIED, 2-376, g_sheep, Sheep, 0-067-354-119, PREY
987, -64, 0, -30, 25.0, 2-376, g_sheep, Sheep, 0-067-354-119, EAT, 1-349, g_bush, Bush, 0-067-108-099, heMenjatPes=4.1 pes=82.1
987, 20, 0, -47, 25.0, 1-234, g_bush, Bush, 0-067-108-090, TRY BIRTH, , , , , tryOk=0, offSpring=1.0  births=1
987, -45, 0, -27, 25.0, 1-306, g_bush, Bush, 0-067-108-099, DIED, 2-377, g_sheep, Sheep, 0-067-354-119, PREY
987, -44, 0, -27, 25.0, 2-377, g_sheep, Sheep, 0-067-354-119, EAT, 1-306, g_bush, Bush, 0-067-108-099, heMenjatPes=3.8 pes=76.9
989, -22, 0, 47, 25.0, 1-246, g_bush, Bush, 0-067-108-099, TRY BIRTH, , , , , tryOk=0, offSpring=1.0  births=1
992, 70, 0, 58, 25.0, 1-262, g_bush, Bush, 0-067-108-099, TRY BIRTH, , , , , tryOk=0, offSpring=1.0  births=1
992, 47, 0, 56, 25.0, 3-436, g_alien2, Alien Pred, 0-067-354-140, BORN, , , , , 3-433, 2
992, 45, 0, 50, 25.0, 3-433, g_alien2, Alien Pred, 0-067-354-140, TRY BIRTH, , , , , tryOk=1, offSpring=1.0  births=1
993, -47, 0, -13, 25.0, 0-411, g_grass, Grass, 0-067-358-000, DIED, 2-378, g_sheep, Sheep, 0-067-354-119, PREY
993, -47, 0, -13, 25.0, 2-378, g_sheep, Sheep, 0-067-354-119, EAT, 0-411, g_grass, Grass, 0-067-358-000, heMenjatPes=2.8 pes=79.9
994, -68, 0, -31, 25.0, 1-351, g_bush, Bush, 0-067-108-099, DIED, 2-376, g_sheep, Sheep, 0-067-354-119, PREY
994, -68, 0, -32, 25.0, 2-376, g_sheep, Sheep, 0-067-354-119, EAT, 1-351, g_bush, Bush, 0-067-108-099, heMenjatPes=8.1 pes=82.1
995, 64, 0, 58, 25.0, 2-431, g_sheep, Sheep, 0-067-354-119, DIED, 3-433, g_alien2, Alien Pred, 0-067-354-140, PREY
995, 65, 0, 58, 25.0, 3-433, g_alien2, Alien Pred, 0-067-354-140, EAT, 2-431, g_sheep, Sheep, 0-067-354-119, heMenjatPes=0.9 pes=44.0
996, -23, 0, -24, 25.0, 3-437, g_alien2, Alien Pred, 0-067-354-140, BORN, , , , , 3-435, 2
996, -19, 0, -23, 25.0, 3-435, g_alien2, Alien Pred, 0-067-354-140, TRY BIRTH, , , , , tryOk=1, offSpring=1.0  births=1
996, -74, 0, 23, 25.0, 2-429, g_sheep, Sheep, 0-067-354-119, DIED, 3-430, g_alien2, Alien Pred, 0-067-354-140, PREY
996, -74, 0, 23, 25.0, 3-430, g_alien2, Alien Pred, 0-067-354-140, EAT, 2-429, g_sheep, Sheep, 0-067-354-119, heMenjatPes=1.4 pes=45.7
997, 40, 0, -77, 25.0, 1-342, g_bush, Bush, 0-067-108-099, TRY BIRTH, , , , , tryOk=0, offSpring=1.0  births=0
997, 100, 0, -1, 25.0, 3-438, g_alien2, Alien Pred, 0-067-354-140, BORN, , , , , 3-434, 2
997, 94, 0, 2, 25.0, 3-434, g_alien2, Alien Pred, 0-067-354-140, TRY BIRTH, , , , , tryOk=1, offSpring=1.0  births=1
997, 20, 0, 19, 25.0, 1-296, g_bush, Bush, 0-067-108-099, TRY BIRTH, , , , , tryOk=0, offSpring=1.0  births=0
998, -32, 0, -12, 25.0, 1-294, g_bush, Bush, 0-067-108-099, DIED, 2-374, g_sheep, Sheep, 0-067-354-119, PREY
998, -33, 0, -12, 25.0, 2-374, g_sheep, Sheep, 0-067-354-119, EAT, 1-294, g_bush, Bush, 0-067-108-099, heMenjatPes=6.5 pes=78.3
998, -55, 0, -43, 25.0, 1-348, g_bush, Bush, 0-067-108-099, DIED, 2-375, g_sheep, Sheep, 0-067-354-019, PREY
998, -55, 0, -43, 25.0, 2-375, g_sheep, Sheep, 0-067-354-019, EAT, 1-348, g_bush, Bush, 0-067-108-099, heMenjatPes=8.1 pes=82.2
998, -33, 0, -12, 25.0, 2-374, g_sheep, Sheep, 0-067-354-119, DIED, 3-435, g_alien2, Alien Pred, 0-067-354-140, PREY
998, -33, 0, -12, 25.0, 3-435, g_alien2, Alien Pred, 0-067-354-140, EAT, 2-374, g_sheep, Sheep, 0-067-354-119, heMenjatPes=1.3 pes=43.5
1000, 32, 0, 44, 25.0, 1-156, g_bush, Bush, 0-067-108-099, TRY BIRTH, , , , , tryOk=0, offSpring=1.0  births=0
1000, -39, 0, -32, 25.0, 1-261, g_bush, Bush, 0-067-108-090, DIED, 2-377, g_sheep, Sheep, 0-067-354-119, PREY
1000, -39, 0, -32, 25.0, 2-377, g_sheep, Sheep, 0-067-354-119, EAT, 1-261, g_bush, Bush, 0-067-108-090, heMenjatPes=11.4 pes=76.9
1002, 63, 0, -46, 25.0, 1-243, g_bush, Bush, 0-067-108-099, TRY BIRTH, , , , , tryOk=0, offSpring=1.0  births=1
1003, 26, 0, 12, 25.0, 1-72, g_bush, Bush, 0-037-108-090, TRY BIRTH, , , , , tryOk=0, offSpring=1.0  births=0
1003, -75, 0, 78, 25.0, 1-354, g_bush, Bush, 0-067-108-099, TRY BIRTH, , , , , tryOk=0, offSpring=1.0  births=0
1003, 41, 0, -60, 25.0, 1-337, g_bush, Bush, 0-067-108-099, TRY BIRTH, , , , , tryOk=0, offSpring=1.0  births=0
1003, -24, 0, -13, 25.0, 1-293, g_bush, Bush, 0-067-108-099, TRY BIRTH, , , , , tryOk=0, offSpring=1.0  births=0
1005, 29, 0, -39, 25.0, 1-169, g_bush, Bush, 0-067-108-090, TRY BIRTH, , , , , tryOk=0, offSpring=1.0  births=2
1005, -47, 0, 34, 25.0, 1-305, g_bush, Bush, 0-067-108-099, TRY BIRTH, , , , , tryOk=0, offSpring=1.0  births=0
1005, 44, 0, 35, 25.0, 1-302, g_bush, Bush, 0-067-108-099, TRY BIRTH, , , , , tryOk=0, offSpring=1.0  births=0
1005, -71, 0, -41, 25.0, 2-439, g_sheep, Sheep, 0-067-354-119, BORN, , , , , 2-376, 2
1005, -71, 0, -36, 25.0, 2-376, g_sheep, Sheep, 0-067-354-119, TRY BIRTH, , , , , tryOk=1, offSpring=1.0  births=1
1006, -81, 0, 26, 25.0, 3-440, g_alien2, Alien Pred, 0-067-354-140, BORN, , , , , 3-430, 2
1006, -76, 0, 24, 25.0, 3-430, g_alien2, Alien Pred, 0-067-354-140, TRY BIRTH, , , , , tryOk=1, offSpring=1.0  births=1
1008, -41, 0, 21, 25.0, 0-441, g_grass, Grass, 0-067-358-000, BORN, , , , , 0-418, 2
1008, -43, 0, 20, 25.0, 0-442, g_grass, Grass, 0-067-358-000, BORN, , , , , 0-418, 2
1008, -40, 0, 24, 25.0, 0-418, g_grass, Grass, 0-067-358-000, TRY BIRTH, , , , , tryOk=2, offSpring=1.9  births=2
1008, -1, 0, -68, 25.0, 1-343, g_bush, Bush, 0-067-108-099, TRY BIRTH, , , , , tryOk=0, offSpring=1.0  births=0
1008, -17, 0, 77, 25.0, 1-356, g_bush, Bush, 0-067-108-099, TRY BIRTH, , , , , tryOk=0, offSpring=1.0  births=0
1009, -62, 0, 50, 25.0, 1-366, g_bush, Bush, 0-067-108-099, TRY BIRTH, , , , , tryOk=0, offSpring=1.0  births=0
1009, -69, 0, 29, 25.0, 1-370, g_bush, Bush, 0-067-108-099, TRY BIRTH, , , , , tryOk=0, offSpring=1.0  births=0
