Time,Biomass Total, Bio Plants, Bio Herb, Bio Pred1, Bio Pred2, Pop Plants, Pop Herb, Pop Pred1, Pop Pred2,Alien Plant, Alien Herb, Alien Pred, Alien Apex, Sheep, Cow, 
1.0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
2.0, 12884, 0, 12884, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
3.0, 12884, 0, 12884, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
4.0, 12884, 0, 12884, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
5.0, 12884, 0, 12884, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
6.0, 12884, 0, 12884, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
7.0, 12884, 0, 12884, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
8.0, 12884, 0, 12884, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
9.0, 12884, 0, 12884, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
10.0, 12884, 0, 12884, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
11.0, 12884, 0, 12884, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
12.0, 12884, 0, 12884, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
13.0, 12884, 0, 12884, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
14.0, 12884, 0, 12884, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
15.0, 12884, 0, 12884, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
16.0, 12871, 0, 12871, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
17.0, 12615, 0, 12615, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
18.0, 12359, 0, 12359, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
19.0, 12103, 0, 12103, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
20.0, 11847, 0, 11847, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
21.0, 11590, 0, 11590, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
22.0, 11331, 0, 11331, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
23.0, 11074, 0, 11074, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
24.0, 10817, 0, 10817, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
25.0, 10563, 0, 10563, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
26.0, 10305, 0, 10305, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
27.0, 10046, 0, 10046, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
28.0, 9793, 0, 9793, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
29.0, 9537, 0, 9537, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
30.0, 9281, 0, 9281, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
