Time,Biomass Total, Bio Plants, Bio Herb, Bio Pred1, Bio Pred2, Pop Plants, Pop Herb, Pop Pred1, Pop Pred2,Alien Plant, Alien Herb, Alien Pred, Alien Apex, Sheep, Cow, 
1.0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
2.0, 12790, 0, 12790, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
3.0, 12790, 0, 12790, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
4.0, 12790, 0, 12790, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
5.0, 12790, 0, 12790, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
6.0, 12790, 0, 12790, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
7.0, 12790, 0, 12790, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
8.0, 12790, 0, 12790, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
9.0, 12790, 0, 12790, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
10.0, 12790, 0, 12790, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 28, 15
