Time,Biomass Total, Bio Plants, Bio Herb, Bio Pred1, Bio Pred2, Pop Plants, Pop Herb, Pop Pred1, Pop Pred2,Grass, Bush, Sheep, Alien Pred, 
1.0, 0, 0, 0, 0, 0, 29, 5, 0, 0, 0, 29, 5, 0
2.0, 525, 121, 404, 0, 0, 29, 5, 0, 0, 0, 29, 5, 0
3.0, 534, 130, 404, 0, 0, 29, 5, 0, 0, 0, 29, 5, 0
4.0, 537, 133, 404, 0, 0, 29, 5, 0, 0, 0, 29, 5, 0
5.0, 539, 135, 404, 0, 0, 29, 5, 0, 0, 0, 29, 5, 0
6.0, 541, 136, 404, 0, 0, 29, 5, 0, 0, 0, 29, 5, 0
7.0, 543, 139, 404, 0, 0, 29, 5, 0, 0, 0, 29, 5, 0
8.0, 545, 140, 404, 0, 0, 29, 5, 0, 0, 0, 29, 5, 0
9.0, 547, 143, 404, 0, 0, 29, 5, 0, 0, 0, 29, 5, 0
10.0, 549, 145, 404, 0, 0, 28, 5, 0, 0, 0, 28, 5, 0
11.0, 543, 139, 404, 0, 0, 26, 5, 0, 0, 0, 26, 5, 0
12.0, 536, 132, 404, 0, 0, 25, 5, 0, 0, 0, 25, 5, 0
13.0, 536, 132, 404, 0, 0, 25, 5, 0, 0, 0, 25, 5, 0
14.0, 537, 133, 404, 0, 0, 25, 5, 0, 0, 0, 25, 5, 0
15.0, 540, 136, 404, 0, 0, 25, 5, 0, 0, 0, 25, 5, 0
16.0, 541, 137, 404, 0, 0, 25, 5, 0, 0, 0, 25, 5, 0
17.0, 544, 139, 404, 0, 0, 25, 5, 0, 0, 0, 25, 5, 0
18.0, 540, 136, 404, 0, 0, 24, 5, 0, 0, 0, 24, 5, 0
19.0, 542, 138, 404, 0, 0, 24, 5, 0, 0, 0, 24, 5, 0
20.0, 544, 139, 404, 0, 0, 24, 5, 0, 0, 0, 24, 5, 0
21.0, 540, 135, 404, 0, 0, 23, 5, 0, 0, 0, 23, 5, 0
22.0, 541, 137, 404, 0, 0, 23, 5, 0, 0, 0, 23, 5, 0
23.0, 539, 135, 404, 0, 0, 22, 5, 0, 0, 0, 22, 5, 0
24.0, 541, 137, 404, 0, 0, 21, 5, 0, 0, 0, 21, 5, 0
25.0, 536, 132, 404, 0, 0, 21, 5, 0, 0, 0, 21, 5, 0
