Time, x, y, z, temperature, idS, genusS, nameS, genomeS, action, idO, genusO, nameO, genomeO
0, -22, 257, -4, 32.4, 4-1, g_arbre, Tree, 0-069-366-000, BORN, , , , , , 1
0, -67, 214, -36, 32.9, 6-76, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -75, 240, -184, 32.6, 6-77, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -69, 196, -68, 33.0, 6-78, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 137, 123, -91, 33.8, 6-79, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -40, 192, -50, 33.1, 6-80, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -121, 148, -116, 33.5, 6-81, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 13, 206, -168, 32.9, 6-82, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 125, 146, -19, 33.5, 6-83, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -22, 184, -57, 33.2, 6-84, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 7, 101, -23, 34.0, 6-85, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 102, 149, 13, 33.5, 6-86, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 113, 181, -114, 33.2, 6-87, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 16, 87, 40, 34.1, 6-88, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -108, 178, 35, 33.2, 6-89, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -128, 214, -140, 32.9, 6-90, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -20, 164, -164, 33.4, 6-91, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 23, 250, -184, 32.5, 6-92, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -71, 214, -20, 32.9, 6-93, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -60, 106, -142, 33.9, 6-94, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -66, 213, -52, 32.9, 6-95, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -102, 142, -87, 33.6, 6-96, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -99, 207, -160, 32.9, 6-97, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 79, 157, -86, 33.4, 6-98, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -72, 113, -110, 33.9, 6-99, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 131, 165, -2, 33.3, 6-100, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, -135, 194, -95, 33.1, 6-101, g_conill, White Rabbit, 0-069-350-110, BORN, , , , , , 1
0, 69, 111, 40, 33.9, 7-102, g_guineu, Fox, 0-069-352-210, BORN, , , , , , 1
0, -94, 198, -21, 33.0, 7-103, g_guineu, Fox, 0-069-352-210, BORN, , , , , , 1
0, 118, 294, -145, 32.1, 7-104, g_guineu, Fox, 0-069-352-210, BORN, , , , , , 1
0, -19, 144, 55, 33.6, 7-105, g_guineu, Fox, 0-069-352-210, BORN, , , , , , 1
0, -11, 143, -35, 33.6, 7-106, g_guineu, Fox, 0-069-352-210, BORN, , , , , , 1
